Archivo;Descripcion_Original;Codigo_Original;Cantidad;Mejor_Candidato_Idx;Score
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE GOSERELINA 10.8MG JERINGA PRELLENADA | ASTRA ZENECA | ZOLADEX;;1;416;33.009708737864074
10octubreEvento.csv;ACETATO DE LEUPROLIDE 22.5MG SOLUCION INYECTABLE | TECNOFARMA | ELIGARD;;1;534;51.282051282051285
10octubreEvento.csv;ACETATO DE LEUPROLIDE 45MG SOLUCION INYECTABLE TECNOFARMA ELIGARD;;1;535;49.586776859504134
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;1;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;3;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;3;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;3;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;1;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;3;727;47.61904761904762
10octubreEvento.csv;ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL;;1;727;47.61904761904762
10octubreEvento.csv;ACIDO URSODEOXICOLICO 600MG TABLETA | ZAMBON | URSACOL;;90;863;71.7948717948718
10octubreEvento.csv;ACIDO URSODESOXICOLICO 600 MG X TAB;;90;863;69.1358024691358
10octubreEvento.csv;ACIDO URSODESOXICOLICO 600 MG X TAB;;54;863;69.1358024691358
10octubreEvento.csv;ACIDO URSODESOXICOLICO 600 MG X TAB;;90;863;69.1358024691358
10octubreEvento.csv;ACIDO ZOLEDRONICO 5MG/100ML SOLUCION INYECTABLE | HUMAN BIOSCIENCE | ZOFIVE;;1;925;47.87234042553192
10octubreEvento.csv;ACIDO ZOLEDRONICO 5MG/100ML SOLUCION INYECTABLE | HUMAN BIOSCIENCE | ZOFIVE;;1;925;47.87234042553192
10octubreEvento.csv;ADALIMUMAB 40MG/0.8ML SOLUCION INYECTABLE | AMGEN | AMGEVITA;;6;701;38.38383838383838
10octubreEvento.csv;ADAPALENE + PEROXIDO DE BENZOILO 0.10% + 2.5% GEL TOPICA | GALDERMA | EPIDUO 0.1%+2.5%;;1;94;29.591836734693878
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;26;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;90;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;90;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;15;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;200;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;100;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;100;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;30;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;90;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;180;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;90;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;120;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;200;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;60;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;100;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;120;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;100;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;50;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;30;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;90;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;100;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;70;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;120;20;66.66666666666666
10octubreEvento.csv;AGUJA LAPICERO FLEXPEN 31GX5MM CJAX UNID*;;120;20;66.66666666666666
