codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;total_entregado_total;total_entregado_parcial;total_pendiente;matched_rows_per_source
AP21206;AP21206;AP21206;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21227;AP21227;AP21227;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21229;AP21229;AP21229;;;635;101;;727;30;;730;445;;740;371;;255;360;;3087;1307;4394;{'1': [12352, 12353, 2180, 5061, 7047, 7085, 2446, 6255, 7184, 465, 7406, 11058, 11187, 14285, 7994, 5279], '2': [13445, 13446, 4809, 874, 875, 10474, 13228, 9136, 6065, 11824, 5331, 11825, 8026], '3': [8711, 8724, 7704, 8475, 3868, 9641, 2986, 8755, 10812, 1726, 11585, 1097, 12106, 844, 1745, 13910, 10087, 10088, 10089, 3441, 14969, 3066], '4': [6274, 8450, 4101, 12925, 4103, 10763, 7440, 1021, 7069, 3625, 12849, 14520, 7228, 4417, 8517, 2015, 3684, 2277, 12646, 14316, 12142, 6648, 5371, 8317], '5': [4480, 2433, 5444, 4902, 3207, 5223, 4906, 2187, 3180, 1615, 5368, 2010]}
AP21237;AP21237;AP21237;;;14;;;29;;;33;11;;40;13;;8;;;124;24;148;{'1': [5280, 5281, 12354, 12992, 2570, 4844, 2896, 8540], '2': [9737, 6669, 6293, 5403, 13220, 9127, 11826, 9269, 3513, 3514, 3515, 11208, 13129, 6094, 6106, 876, 877, 878, 4472], '3': [6274, 2308, 3598, 4244, 12570, 2590, 288, 5930, 8746, 4014, 7481, 3389, 5440, 3777, 4935, 9171, 9558, 10090, 107, 5102, 12399, 14830, 3185, 1396, 11773], '4': [14594, 4875, 3212, 10764, 402, 5012, 6685, 1821, 805, 560, 6338, 14404, 8136, 1883, 13291, 9709, 12784, 8185, 12539, 5372], '5': [1801, 431, 4273, 1718, 214]}
AP21238;AP21238;AP21238;;;1087;135;;682;30;;1064;66;;580;220;;405;;;3818;451;4269;{'1': [5892, 4486, 9354, 4109, 3472, 11414, 7193, 5018, 2842, 3868, 6429, 4510, 4126, 2207, 8860, 6310, 12198, 3115, 2220, 4907, 5803, 9650, 14643, 5045, 5813, 6458, 1211, 3772, 7995, 13886, 11713, 12993, 12994, 2756, 7621, 12995, 6599, 9287, 11858, 13922, 6505, 13813, 14966, 9591], '2': [389, 264, 7319, 5915, 171, 11827, 11828, 58, 3516, 3517, 3518, 3519, 3520, 3521, 3522, 8381, 3268, 2379, 4941, 13905, 6482, 8919, 2010, 8027, 7264, 12653, 879, 880, 10351, 115], '3': [1799, 2440, 6151, 5003, 7307, 12427, 12811, 11279, 13435, 14605, 14611, 4501, 1046, 7322, 6942, 6943, 3360, 2593, 7842, 4515, 14500, 14510, 14768, 5809, 5685, 14518, 7351, 7096, 6841, 4922, 314, 7108, 2629, 7621, 2631, 5706, 4558, 7120, 14545, 5459, 10835, 601, 5851, 2652, 14812, 7393, 354, 14694, 1259, 10091, 10092, 4462, 10093, 10094, 13419, 6005, 14840, 11129, 2811], '4': [8198, 6023, 8967, 9873, 3094, 6040, 6043, 2972, 2973, 3742, 1694, 7071, 8990, 9503, 11803, 12829, 6699, 11949, 13357, 4914, 5887, 7602, 6844, 2749, 4797, 1343, 11708, 6728, 6729, 11720, 11722, 11723, 14847, 2639, 4692, 13652, 11610, 3805, 1631, 3812, 9702, 4083, 5747, 2678, 4727, 5752, 2557, 4863], '5': [3497, 4554, 11, 1263, 3057, 4147, 468, 2197, 4151]}
AP21251;AP21251;AP21251;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21253;AP21253;AP21253;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21255;AP21255;AP21255;;;34;;;58;2;;32;;;44;1;;25;;;193;3;196;{'1': [11786, 6540, 10007, 9755, 3362, 5286, 5287, 13991, 11824, 3763, 3383, 1081, 7997, 12996, 2249, 8781, 13778, 14936, 6617, 1125, 9832, 3573, 8310, 12159, 3704, 10620, 1279], '2': [1536, 8960, 5891, 2702, 11153, 147, 5523, 14101, 13975, 12825, 5914, 7066, 7464, 2092, 14260, 6967, 7607, 11840, 11841, 11842, 3523, 11843, 11844, 13508, 6989, 4046, 13391, 8912, 14033, 2131, 14804, 9558, 1880, 3293, 3294, 8029, 9187, 10085, 7537, 499, 2171], '3': [5891, 1675, 2827, 10896, 5522, 4500, 5783, 2717, 2334, 7838, 800, 3366, 811, 3884, 11053, 6965, 12482, 7107, 2500, 10691, 5960, 4940, 10703, 14671, 2897, 1493, 4950, 13911, 13912, 13913, 14549, 6366, 4449, 4833, 3044, 7014, 5481, 112, 10096, 5495, 124, 4733], '4': [6402, 6154, 8972, 281, 9882, 2717, 4381, 10405, 8490, 1202, 13875, 10421, 438, 7734, 5944, 6397, 14774, 14531, 7108, 12228, 11721, 6987, 8524, 6610, 1236, 8536, 14041, 11738, 477, 2279, 2280, 9707, 13552, 9457, 9713, 3956, 9460, 14967, 1914, 5373], '5': [5568, 1378, 4066, 36, 4935, 4105, 4553, 4075, 1805, 1710, 2799, 3054, 4269, 83, 693, 854, 2391, 4635]}
AP21256;AP21256;AP21256;;;30;2;;8;6;;23;3;;13;3;;5;2;;79;16;95;{'1': [7815, 2569, 4750, 3350, 9240, 9241, 4767, 3621, 8871, 1330, 9791, 1601, 8647, 2897, 14422, 9312, 7265, 5858, 4845, 14834, 503, 13692], '2': [674, 4931, 6009, 14698, 5649, 5554, 244, 1398, 2744, 3897, 1373, 14591], '3': [4865, 8973, 5262, 2447, 9485, 6934, 4892, 12831, 5160, 12841, 11699, 568, 14520, 11326, 4032, 11073, 11768, 8526, 9429, 13655, 11484, 735, 480, 7916, 10867, 1272, 7290], '4': [1793, 1667, 8227, 8423, 10343, 12490, 8108, 12814, 1872, 983, 6002, 1495, 6495], '5': [3558, 1258, 1581, 3153, 1691]}
AP21258;AP21258;AP21258;;;6;2;;3;;;5;1;;7;;;4;1;;25;4;29;{'1': [5288, 4337, 6785, 8762], '2': [7417, 3052, 14817], '3': [2050, 11427, 14403, 4649, 1553, 8818, 14515, 7221, 632, 10843], '4': [13792, 3105, 5863, 11977, 240, 7409, 12276, 14612, 2681], '5': [2011, 2516, 3709, 2071]}
AP21262;AP21262;AP21262;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21263;AP21263;AP21263;;;150;;;90;184;;148;112;;202;44;;258;;;848;340;1188;{'1': [9341, 4413], '2': [7074, 6322, 5395], '3': [12005, 10097, 12436, 1176, 1886], '4': [6564, 12612, 12393, 6698, 6638, 2895, 5878], '5': [248, 2591]}
AP21264;AP21264;AP21264;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21267;AP21267;AP21267;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21268;AP21268;AP21268;;;;;;56;;;;;;;;;;;;56;0;56;{'1': [], '2': [9074], '3': [], '4': [], '5': []}
AP21269;AP21269;AP21269;;;54;2;;31;;;19;;;60;;;11;;;175;2;177;{'1': [4096, 3457, 14595, 1412, 14725, 4243, 6167, 13724, 14632, 5290, 2618, 1595, 7998, 3394, 12998, 12999, 13767, 11213, 2130, 979, 2902, 9561, 1628, 14313, 1899, 755, 4597, 3709], '2': [1793, 2050, 5634, 2695, 11298, 2235, 579, 11845, 11846, 11847, 3145, 11344, 11345, 1237, 1238, 10971, 3292, 11231, 9440, 1506, 11106, 881, 12539, 13308], '3': [3489, 4097, 4873, 13101, 494, 8783, 10099, 10100, 10101, 11572, 1688, 13915, 4060, 13916], '4': [5376, 5377, 13315, 8452, 12558, 10769, 3986, 9875, 6934, 7580, 13725, 7854, 12086, 13368, 10553, 9666, 9797, 14535, 9288, 14796, 7373, 208, 3282, 11346, 981, 343, 985, 12379, 2281, 7786, 3442, 8690, 884, 13685, 7926, 7031, 3193, 4859, 14718], '5': [3682, 5573, 4295, 456, 496, 4753, 4307, 2618, 4796, 799]}
AP21270;AP21270;AP21270;;;301;1;;287;13;;275;3;;254;;;82;4;;1199;21;1220;{'1': [10240, 11780, 2055, 13027, 3597, 1040, 3093, 14357, 1051, 1569, 4136, 3114, 2096, 4662, 8761, 9789, 7749, 4682, 3662, 12369, 12370, 12371, 12372, 12373, 12374, 5723, 3676, 11872, 3169, 11366, 13932, 1133, 1134, 11887, 7282, 1651, 6781, 4738, 3720, 4237, 9869, 1682, 8854, 1688, 153, 154, 155, 156, 7322, 3742, 8353, 8868, 5291, 5292, 5293, 5294, 5295, 5296, 5297, 5298, 5299, 5300, 5301, 5302, 14517, 11449, 2236, 7358, 6856, 13000, 8394, 13001, 13002, 11469, 13003, 9423, 13004, 4305, 13005, 13006, 13007, 13008, 13009, 6359, 13010, 13011, 13012, 13013, 3292, 13014, 13015, 13016, 13017, 13018, 738, 13019, 13020, 13021, 4838, 13022, 13023, 13024, 4330, 13026, 8940, 13028, 12014, 7410, 4855, 7421, 1801, 3338, 8971, 6931, 4375, 8983, 4379, 11547, 3366, 1327, 8501, 4406, 11061, 2872, 11578, 6973, 7999, 8000, 8001, 8002, 13634, 11589, 13638, 10057, 5964, 8526, 849, 14674, 9559, 3417, 6500, 10089, 9071, 2929, 1906, 7025, 4982, 7545, 14713, 11644, 10622, 10623, 10624, 10625, 10626, 14213, 13704, 8586, 9106, 4504, 9123, 13822, 11689, 4539, 1469, 5055, 6079, 10180, 1993, 2509, 11222, 11225, 10203, 6112, 3557, 9717, 13025, 7678], '2': [1540, 10756, 2055, 14856, 528, 2578, 5145, 6169, 9250, 8739, 9762, 8741, 2598, 6697, 6699, 12843, 7726, 10805, 1591, 5177, 9791, 7744, 13894, 11336, 4681, 11848, 11849, 11850, 5197, 11851, 11852, 11853, 11854, 11855, 11856, 11857, 4693, 11858, 11859, 11860, 11861, 6746, 11862, 8293, 614, 5223, 6758, 9832, 13932, 10350, 8304, 14452, 1654, 4218, 8832, 642, 13443, 8328, 650, 8843, 1678, 10384, 2720, 7841, 11432, 4783, 6843, 2245, 4293, 5320, 3784, 4297, 8904, 13516, 6351, 2772, 6875, 7913, 234, 10985, 4334, 6382, 9454, 3313, 7409, 7921, 8952, 13560, 14076, 5376, 2817, 5894, 7431, 4872, 10502, 5386, 6923, 8970, 10513, 8467, 9491, 14100, 2328, 4888, 14633, 2859, 10545, 13902, 5435, 6461, 9539, 10059, 1869, 7501, 4943, 13135, 8030, 8031, 2912, 4448, 3938, 355, 8032, 4965, 1895, 882, 883, 884, 885, 886, 887, 888, 889, 4981, 1921, 9092, 3974, 13191, 5000, 14215, 4493, 14734, 8593, 12692, 5013, 13206, 14744, 11163, 9633, 12710, 9128, 8625, 12722, 2483, 5043, 6580, 10678, 13244, 4035, 3527, 3528, 3529, 3530, 3531, 3532, 3533, 3534, 3535, 3536, 3537, 2514, 3538, 4048, 6604, 11223, 7641, 7627, 5095, 7655, 9705, 3054, 10735, 5620, 2550, 14846, 14335], '3': [4, 4613, 4133, 8230, 9253, 3626, 12331, 5169, 9270, 6206, 14917, 8272, 599, 6233, 9307, 12381, 606, 13917, 13918, 13919, 13920, 13921, 13922, 13923, 13924, 8295, 5224, 13925, 13926, 13927, 13420, 13928, 4206, 9838, 12911, 13929, 5234, 631, 14971, 6275, 5769, 4747, 11407, 11928, 8858, 5787, 3231, 12960, 8870, 4779, 5811, 3255, 1721, 1209, 187, 5820, 11457, 1733, 11473, 6368, 6369, 6370, 6371, 6372, 1769, 5353, 5354, 5355, 8444, 3327, 3842, 2309, 13573, 4362, 8458, 7446, 1825, 291, 13608, 4909, 13613, 1841, 1331, 4426, 1873, 8532, 8538, 4455, 1385, 8044, 4461, 879, 8563, 10102, 10103, 10104, 10105, 10106, 10107, 10108, 1405, 9598, 10109, 10110, 10111, 10112, 10113, 10114, 10115, 10116, 10117, 10118, 10119, 10120, 10121, 10122, 4493, 12799, 8080, 3994, 13217, 937, 1450, 8106, 945, 12727, 12225, 5573, 1990, 9669, 1495, 989, 7651, 9705, 6636, 11258, 8189, 2047], '4': [8704, 5121, 8705, 13836, 10770, 10771, 10772, 10773, 10774, 10775, 10776, 10777, 10778, 10779, 10780, 5149, 10781, 12827, 3116, 8237, 13358, 12337, 7732, 13365, 5177, 3645, 7749, 74, 3148, 11347, 11348, 11349, 11350, 11351, 6744, 11352, 11353, 11354, 11355, 11356, 11357, 11358, 608, 13403, 612, 103, 6248, 12397, 7807, 131, 3205, 3728, 1681, 3734, 3225, 6297, 669, 7329, 9889, 1192, 7354, 12481, 709, 6344, 3788, 14541, 1230, 6864, 14038, 13018, 4318, 3808, 7393, 2282, 2283, 2284, 1264, 9466, 8700, 766, 5378, 5379, 5380, 5381, 3846, 5382, 5383, 5384, 5385, 5386, 5387, 5388, 5389, 5390, 5391, 5392, 14091, 12563, 14607, 14110, 13604, 9513, 6446, 4402, 4915, 1335, 313, 4423, 3405, 4946, 14172, 4454, 14182, 12648, 1402, 12163, 4485, 13711, 3477, 406, 7577, 4507, 4524, 4013, 3510, 1466, 8129, 7619, 7626, 466, 6611, 13802, 8691, 8692, 8693, 8694, 8695, 8696, 8697, 8698, 8699, 1532, 8701, 8702, 8703], '5': [1026, 4228, 4234, 4878, 2703, 1552, 3347, 2842, 3228, 5021, 2206, 3103, 288, 3488, 4254, 4643, 5405, 4261, 5533, 5035, 2476, 2739, 5428, 4150, 2746, 5051, 3903, 3776, 578, 1346, 4290, 1353, 3792, 4688, 2898, 1235, 2899, 2900, 4182, 5461, 2653, 3807, 5218, 3683, 5093, 3946, 1260, 1389, 3053, 4847, 628, 2806, 505]}
AP21271;AP21271;AP21271;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21272;AP21272;AP21272;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21277;AP21277;AP21277;;;1;;;8;;;;;;2;;;;;;11;0;11;{'1': [5905], '2': [4101, 5606, 2764, 4080, 4112, 4085, 10197, 4093], '3': [7320, 14316, 10839], '4': [4601, 11843, 9124, 10765], '5': []}
AP21279;AP21279;AP21279;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21280;AP21280;AP21280;;;;;;2;;;;;;;;;;;;2;0;2;{'1': [], '2': [6257, 526], '3': [14654, 6974], '4': [5952, 3077, 11935], '5': []}
AP21281;AP21281;AP21281;;;8;;;4;;;3;;;6;;;;;;21;0;21;{'1': [3204, 12997, 7176, 5289, 4395, 12367, 152, 10621], '2': [10928, 3524, 2694, 2655], '3': [10915, 10759, 2559, 10098, 4151, 11194, 6367], '4': [2818, 2627, 1959, 6153, 14954, 11966, 10766, 10767, 8688, 3057, 8689, 3037, 5374, 3039], '5': []}
AP21282;AP21282;AP21282;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21286;AP21286;AP21286;;;7;;;11;;;8;1;;4;1;;4;;;34;2;36;{'1': [3493, 7593, 10378, 8654, 12368, 14260, 10201], '2': [3525, 3526, 6885, 9703, 12966, 14409, 13101, 5813, 14743, 24, 3261], '3': [13417, 8971, 14732, 1487, 14927, 6226, 8983, 13914, 12411, 7839], '4': [1002, 8203, 4491, 10768, 5375], '5': [1032, 393, 4267, 4303]}
AP21301;AP21301;AP21301;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21328;AP21328;AP21328;;;1290;330;;1440;720;;900;450;;930;420;;210;150;;4770;2070;6840;{'1': [781, 11790, 787, 928, 10273, 8356, 6823, 8618, 4143, 4785, 5303, 5304, 832, 1860, 8772, 4048, 8400, 4053, 12375, 12376, 12377, 11738, 5724, 605, 3810, 13029, 10217, 14191, 7026, 13942, 10108], '2': [14727, 2191, 4497, 2711, 13311, 1436, 8477, 670, 11292, 6817, 13861, 4135, 10023, 6185, 4906, 5933, 7732, 8376, 14656, 1225, 1226, 7246, 7887, 1874, 14676, 1877, 3286, 7383, 11351, 1497, 11863, 11864, 11865, 3037, 11866, 11867, 11868, 3426, 3813, 8422, 13674, 8814, 5746, 9981, 255], '3': [11908, 8966, 10123, 10124, 10125, 2190, 12813, 7445, 5018, 11552, 8612, 9127, 3756, 8493, 6062, 831, 1599, 14661, 4170, 5707, 9677, 12371, 12246, 12124, 5607, 13930, 4601, 3838], '4': [8193, 6284, 5393, 7190, 10782, 12449, 6179, 8488, 4911, 1594, 6971, 4418, 9794, 7879, 202, 3793, 8529, 1747, 9554, 3157, 89, 1502, 3170, 3555, 360, 2285, 13677, 12144, 14450, 8442], '5': [3778, 4615, 2603, 720, 2577, 5395, 3097, 3451]}
AP21333;AP21333;AP21333;;;224;146;;308;178;;237;127;;275;118;;86;40;;1130;609;1739;{'1': [5122, 7682, 516, 10242, 9735, 5644, 8716, 14866, 534, 9247, 10272, 9257, 11305, 4651, 4142, 9774, 7218, 569, 6201, 4155, 4159, 3136, 3648, 580, 582, 11336, 10313, 13903, 10320, 14418, 14931, 6743, 6744, 9303, 604, 607, 4703, 11359, 611, 1637, 13927, 616, 11371, 8812, 2670, 11382, 3191, 8824, 6778, 11390, 14976, 11908, 2694, 648, 1678, 13967, 4240, 7829, 3222, 14486, 4760, 6809, 2714, 11928, 10405, 13989, 9383, 11432, 2217, 7345, 4786, 8372, 3768, 5821, 6850, 8388, 1733, 11460, 9417, 4810, 7372, 2253, 4813, 8399, 3793, 7380, 731, 9437, 13030, 13031, 13032, 13033, 8427, 1773, 8433, 2292, 1781, 6389, 8440, 6393, 3834, 9469, 9474, 6916, 14600, 779, 10002, 8474, 4893, 1316, 2340, 3878, 12070, 1320, 10025, 14628, 816, 9526, 12086, 13624, 12097, 8518, 7503, 13648, 5969, 6481, 7505, 7506, 11091, 9564, 8542, 11103, 1377, 3426, 12132, 11110, 11112, 13673, 14698, 14187, 10092, 13679, 6000, 11120, 13680, 10101, 3447, 14200, 7036, 2946, 3970, 10627, 12163, 6024, 7051, 12174, 9616, 7570, 12180, 1430, 10136, 1437, 11167, 2467, 424, 9132, 4013, 6061, 13742, 2484, 441, 6074, 9658, 6589, 3518, 9664, 7618, 10179, 5060, 967, 2503, 14288, 14289, 7634, 3540, 981, 470, 6102, 5086, 1504, 14304, 11240, 13800, 8683, 6126, 1520, 9713, 9716, 5110, 1527, 1021], '2': [13314, 7684, 4613, 2567, 6663, 7694, 10771, 4628, 8215, 2073, 2586, 8729, 4640, 6688, 12834, 10275, 13349, 8745, 8746, 5163, 5678, 4145, 562, 8244, 6199, 14909, 7743, 2119, 13895, 13897, 1611, 9293, 5198, 10831, 7249, 10322, 10835, 599, 6744, 10330, 11869, 2162, 2674, 4213, 12917, 7287, 6776, 14966, 12922, 2684, 12924, 5759, 9855, 1665, 14980, 6278, 10886, 12938, 5262, 9870, 6289, 2706, 10901, 14485, 12953, 8349, 3230, 13985, 4258, 6818, 14500, 7335, 6824, 14506, 13995, 685, 10416, 10932, 2231, 2234, 699, 8891, 11450, 6338, 7875, 5316, 198, 711, 1223, 1224, 4808, 13510, 10444, 6862, 6868, 1750, 8406, 7384, 4830, 6366, 6882, 11490, 11492, 8421, 4850, 8948, 2293, 9469, 9470, 13565, 1795, 7433, 2828, 14095, 2321, 13587, 7452, 3357, 6430, 7453, 11041, 8482, 3363, 13090, 10533, 2346, 9008, 5937, 10552, 3388, 9021, 319, 1855, 6977, 7488, 2883, 3396, 3907, 6468, 2887, 14153, 5452, 6478, 7504, 4435, 5973, 5974, 13656, 10588, 13148, 8033, 8034, 8035, 8036, 3941, 8037, 7527, 8038, 9572, 10595, 12651, 14700, 367, 3440, 9073, 1906, 4978, 8562, 9584, 6006, 4471, 11124, 14201, 890, 891, 892, 5508, 7562, 5003, 7565, 1937, 13202, 5528, 6045, 3999, 1442, 1447, 2475, 4011, 5550, 6574, 6064, 13744, 4530, 1459, 1461, 5557, 13750, 14263, 5561, 2490, 6589, 5569, 14274, 10179, 14275, 7112, 9162, 14285, 3539, 7636, 4062, 6113, 10210, 4067, 7143, 6121, 2026, 13806, 4591, 14320, 3059, 13811, 13301, 6137], '3': [9729, 5124, 2054, 9735, 5130, 6163, 5652, 8725, 7703, 11290, 13338, 29, 12326, 12849, 9266, 8756, 1078, 11320, 8259, 12867, 1098, 11338, 8780, 8269, 9294, 12362, 12373, 4694, 9303, 604, 4189, 8798, 12385, 1127, 9833, 7787, 3692, 11373, 13931, 13932, 3187, 12918, 11385, 11902, 1156, 13444, 2182, 3208, 9352, 3210, 12952, 7843, 8867, 167, 170, 3243, 11442, 2233, 3771, 12992, 12483, 9421, 719, 5840, 3794, 3801, 9434, 13023, 5857, 12002, 6373, 742, 6374, 13543, 12009, 12011, 8430, 2290, 13562, 3837, 7934, 8965, 13574, 13578, 1293, 5902, 1807, 8462, 1812, 8985, 3867, 4893, 7458, 13097, 7980, 3375, 13619, 12090, 3899, 833, 7489, 323, 11587, 1864, 13129, 335, 4438, 2909, 351, 2911, 13665, 7522, 13156, 1893, 13676, 9075, 12150, 9591, 12154, 6012, 8063, 387, 391, 7560, 3468, 10126, 10127, 912, 10128, 10129, 10130, 10131, 9109, 10132, 7575, 10133, 10134, 10135, 10136, 10137, 10138, 13717, 2977, 6050, 5037, 4528, 441, 13246, 5574, 6087, 12231, 11732, 4569, 5082, 11744, 993, 11748, 3048, 12267, 5613, 6637, 6638, 7661, 12784, 8691, 501], '4': [2049, 8706, 5123, 8195, 8707, 3593, 1039, 1551, 1044, 10265, 10783, 10784, 10785, 10786, 1572, 7207, 3624, 13351, 3117, 12334, 5167, 4151, 10299, 5180, 13376, 584, 5192, 10316, 4685, 13901, 3153, 5203, 13397, 4182, 3159, 1112, 13404, 1117, 11359, 3172, 1126, 12902, 13419, 12396, 3693, 9327, 12408, 122, 14459, 7804, 10367, 1665, 135, 649, 2698, 8331, 9867, 1167, 13456, 12946, 6803, 4244, 8344, 10393, 9884, 166, 13485, 174, 175, 4270, 14512, 691, 8371, 14005, 183, 8378, 1212, 8381, 9920, 6849, 13512, 10445, 1743, 13010, 14042, 4316, 6366, 14562, 9446, 231, 12520, 3820, 236, 2286, 2287, 2288, 2289, 2290, 2291, 2292, 6385, 6389, 9968, 9974, 5882, 9467, 3837, 8448, 783, 4882, 5394, 5395, 1304, 10524, 10525, 8479, 4385, 8483, 12580, 4905, 3891, 13621, 13113, 10554, 12090, 8518, 10055, 13638, 1865, 8522, 6479, 12112, 6993, 10069, 3928, 346, 10074, 4967, 359, 10087, 4459, 8555, 7021, 10100, 1400, 8057, 7034, 379, 7550, 12677, 3976, 7560, 3472, 6546, 9635, 10148, 12708, 7590, 4011, 6574, 10162, 3509, 8118, 10165, 10169, 12733, 960, 13760, 3528, 7120, 14801, 7124, 12760, 475, 8156, 4578, 13795, 13797, 2537, 2029, 7663, 3572, 3581], '5': [897, 5377, 264, 4861, 2315, 908, 4498, 4885, 1175, 1689, 2201, 3098, 3994, 3236, 1317, 1706, 1580, 429, 2355, 2102, 3383, 3766, 697, 3514, 3769, 1340, 1853, 2750, 3773, 3905, 4931, 5443, 3530, 592, 4305, 3794, 5333, 4822, 5337, 5595, 5596, 3677, 5472, 4065, 5219, 486, 4966, 1128, 1385, 234, 2155, 5222, 2033, 3956, 501, 3319, 4088, 4473, 4221]}
AP21345;AP21345;AP21345;;;;;;;;;;;;;;;;;;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21347;AP21347;AP21347;;;928;;;705;;;408;;;714;19;;169;;;2924;19;2943;{'1': [9719, 10628, 4748, 10127, 2582, 6169, 8601, 157, 158, 11552, 4644, 3752, 8368, 1589, 9784, 5305, 5306, 6970, 2749, 3775, 7359, 13676, 9545, 4938, 2126, 2511, 7374, 9170, 8790, 12378, 4571, 4444, 9309, 3556, 11497, 13034, 9195, 11372, 13035, 13036, 2799, 1776, 13037, 3314, 13038, 13039, 8949, 13040, 2167, 13041, 13042, 13043, 6526, 3711], '2': [896, 897, 898, 899, 8322, 7942, 2447, 9487, 11156, 8470, 3095, 11031, 13337, 7194, 13467, 9634, 10279, 2987, 10925, 1583, 2227, 11316, 8757, 10812, 1982, 14784, 14145, 2499, 9161, 6232, 4317, 11870, 11871, 2784, 5728, 11362, 8039, 8040, 9586, 10739, 13048, 10233, 7932, 5885, 894, 895], '3': [8196, 14860, 10139, 5150, 11680, 12196, 7725, 1602, 4296, 4043, 4177, 8913, 2260, 8918, 4192, 12388, 4582, 6375, 6376, 6377, 6378, 12396, 13933, 6639, 6640, 6641, 1270, 248, 4093], '4': [129, 8708, 8709, 8710, 8711, 8712, 8713, 3981, 5396, 5397, 5398, 5399, 12695, 13083, 12444, 4255, 13986, 1955, 10787, 10788, 10789, 10790, 10791, 10792, 10793, 10794, 3632, 3633, 1586, 6325, 10424, 60, 1854, 4032, 13641, 13264, 12115, 1497, 4703, 11360, 353, 1122, 11361, 11362, 11363, 11364, 11365, 11366, 14832, 2293, 506, 6780], '5': [2593, 5121, 4963, 2665, 3657, 4715, 4875, 4656, 4754, 5394, 54, 5307, 5052]}
AP21348;AP21348;AP21348;;;;;;6;;;;;;;;;;;;6;0;6;{'1': [], '2': [893], '3': [], '4': [], '5': []}
