codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP20500;AP20500;AP20500;;;;;;;;;;;;90;;;;;;90;0;0;90;{'1': [], '2': [], '3': [], '4': [7304], '5': []}
AP20506;AP20506;AP20506;;;10;;;;;;4;;;5;;;;;;19;0;0;19;{'1': [10914, 2627, 8308], '2': [], '3': [9993, 12061, 6854, 8678], '4': [10157, 2286], '5': []}
AP20507;AP20507;AP20507;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20514;AP20514;AP20514;;;418;;;720;;;60;;;180;;;;;;1378;0;0;1378;{'1': [4160, 3490, 1747, 2069, 13947], '2': [13411, 6988, 7479, 4123, 1303, 7071], '3': [731], '4': [6130, 14539, 3014, 6319], '5': []}
AP20520;AP20520;AP20520;;;9;;;4;;;9;;;5;;;5;;;32;0;0;32;{'1': [1602, 8118, 3534, 2438], '2': [12107], '3': [1319, 6569, 782, 9168, 9787, 5690, 5691, 5213], '4': [5547, 9998], '5': [9928, 57, 9355, 7889]}
AP20523;AP20523;AP20523;;;1;;;;;;;;;;;;;;;1;0;0;1;{'1': [10597], '2': [], '3': [], '4': [], '5': []}
AP20524;AP20524;AP20524;;;94;;;95;;;81;;;49;;;77;;;396;0;0;396;{'1': [14210, 4616, 10248, 11282, 6035, 10264, 8988, 10287, 6451, 2356, 6584, 7867, 708, 9928, 8271, 9300, 12503, 6755, 11364, 14947, 14184, 8937, 9193, 7541, 8311, 7160], '2': [3, 7308, 12050, 9492, 3225, 418, 6178, 3237, 12588, 8877, 8121, 14651, 5702, 9545, 3920, 10322, 12242, 8660, 7639, 11097, 12377, 7387, 5467, 11743, 3179, 11511, 7929, 9597], '3': [4113, 3608, 9368, 924, 2588, 8869, 552, 9257, 14147, 2506, 587, 12496, 5585, 13141, 12382, 865, 7265, 11492, 13932, 2289, 12403, 5878, 7033], '4': [13760, 12386, 12834, 1220, 14789, 8550, 12934, 4392, 13772, 11793, 7445, 11094, 13751, 13819, 11165], '5': [8707, 4620, 142, 17, 3729, 6674, 8083, 9884, 12061, 11943, 4400, 11454, 7746, 7623, 6728, 9043, 3541, 3543, 3545, 8181, 4478]}
AP20535;AP20535;AP20535;;;720;;;270;;;420;;;;;;330;;;1740;0;0;1740;{'1': [14000, 12557, 9357], '2': [9156, 1582], '3': [5728, 7416, 3082], '4': [], '5': [6409, 412, 10271]}
AP20546;AP20546;AP20546;;;55;;;30;;;5;;;38;;;39;;;167;0;0;167;{'1': [1280, 1793, 642, 2176, 10370, 13571, 10906, 6555, 13085, 14878, 14251, 6189, 2097, 1714, 8369, 2876, 12734, 10305, 14409, 2767, 1493, 12885, 6488, 6234, 4317, 8669, 7263, 11646, 1510, 6375, 7404, 13806, 5615, 6896, 14577, 6900, 13301, 766, 1663], '2': [643, 2312, 7689, 11022, 2449, 407, 5281, 5928, 6826, 7600, 1457, 567, 6717, 1215, 2502, 473, 9952, 2670, 111, 6513], '3': [7138, 14466, 11621, 12070, 11879, 12166, 1227, 5516, 12141, 13933, 5327, 10641, 11954, 11126, 5435, 4543], '4': [8078, 3220, 8086, 4766, 12321, 3365, 4520, 7976, 14634, 11820, 14636, 4399, 10677, 6330, 3133, 4415, 6465, 14658, 6340, 4167, 14409, 14285, 10704, 2901, 12512, 3429, 11647, 13292, 7021, 14578, 8437, 13817, 13562, 12286, 3711], '5': [2176, 6796, 9228, 9870, 3344, 1570, 4770, 3637, 3901, 448, 11004, 2760, 4297, 8394, 10194, 9045, 11093, 11097, 5470, 7518, 3040, 3041, 4320, 3422, 9060, 13667, 9832, 363, 4333, 11514, 2172]}
AP20547;AP20547;AP20547;;;42;;;30;;;17;;;29;;;44;;;162;0;0;162;{'1': [14976, 1802, 1681, 2070, 4502, 2072, 10265, 10903, 14379, 6445, 3889, 13364, 7352, 11705, 3773, 11850, 6992, 3537, 7892, 9815, 4571, 5852, 12382, 992, 14432, 14944, 7782, 9706, 14190, 2804, 14330, 5501, 3455], '2': [11650, 4880, 3987, 4631, 2457, 9501, 9124, 4783, 2174, 7995, 10177, 9796, 10062, 11515, 10336, 6503, 4585, 2922, 6266, 1915, 9982], '3': [14176, 6596, 11302, 14183, 4459, 14094, 10196, 4660, 3765, 11477, 14015], '4': [13089, 9603, 13189, 12198, 7274, 8555, 5644, 6507, 9934, 10796, 11634, 2579, 8628, 13202, 12758, 13399, 13816, 11867], '5': [11399, 11157, 12437, 10520, 5274, 1306, 8475, 11684, 7213, 4399, 5295, 4402, 4920, 954, 1467, 5435, 2493, 3779, 4419, 709, 2375, 6220, 3405, 9932, 5973, 3431, 12007, 3947, 1006, 245, 4473, 891]}
AP20548;AP20548;AP20548;;;47;;;42;;;11;2;;19;;;45;;;164;2;0;166;{'1': [7681, 10114, 9219, 10369, 3717, 2054, 10245, 14728, 14979, 6666, 3730, 11934, 10913, 14753, 3877, 9509, 952, 4281, 9656, 11961, 2882, 8770, 9166, 10831, 1874, 13783, 14935, 9947, 9312, 11488, 11880, 9584, 7413, 12278, 4348, 7037], '2': [9088, 9346, 4099, 9736, 3849, 9865, 4628, 665, 4893, 5408, 2468, 423, 7849, 690, 5426, 13369, 1596, 2749, 445, 10301, 11207, 1611, 5459, 9045, 7640, 13278, 6884, 4709, 8043, 4332, 1399, 2042, 9727], '3': [8193, 4227, 3844, 8324, 12165, 14467, 5515, 5520, 11152, 14230, 13729, 11577, 7743, 8129, 4162, 5060, 12102, 7241, 8405, 10454, 11613, 11615, 7520, 8289, 4715, 12147, 1652], '4': [12939, 2706, 14869, 7318, 2071, 14361, 12193, 14628, 6311, 10023, 14122, 6836, 6069, 6207, 8137, 11849, 4427, 10452, 8277, 10453, 11863, 3159, 7013, 6251, 12022], '5': [13569, 3348, 4501, 4757, 4503, 9749, 5147, 13468, 6687, 13346, 4647, 1321, 170, 8619, 4268, 13823, 12976, 11442, 3766, 3401, 3917, 3278, 4301, 2385, 466, 4306, 12378, 4187, 2526, 7775, 11871, 11497, 3957, 5621, 2046, 4607]}
AP20566;AP20566;AP20566;;;1;;;2;;;2;;;1;;;;;;6;0;0;6;{'1': [8422], '2': [952, 8000], '3': [12906, 1167], '4': [2407], '5': []}
AP20577;AP20577;AP20577;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20588;AP20588;AP20588;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20592;AP20592;AP20592;;;1060;;;2160;;;1525;;;890;;;402;;;6037;0;0;6037;{'1': [11905, 6789, 8842, 13450, 284, 3741, 10787, 5290, 5291, 7980, 944, 11195, 13379, 14921, 338, 4435, 4066, 8930, 11501, 1918], '2': [13327, 400, 2448, 11024, 2579, 5143, 3993, 6170, 7965, 11808, 5158, 10163, 13620, 310, 8636, 1214, 9919, 11839, 4163, 10179, 4934, 8006, 9422, 340, 2773, 9175, 4568, 13660, 12256, 8673, 5862, 7910, 8806, 1396, 6900, 11892, 10872, 4857, 382], '3': [640, 7300, 10757, 13841, 659, 4245, 7319, 13610, 7342, 6447, 10430, 6601, 7756, 5588, 7399, 7278, 13553, 7923, 4734], '4': [13888, 6242, 2179, 4, 6021, 6147, 6058, 13709, 13454, 6323, 13939, 13788, 2364, 14047], '5': [7586, 2335, 12102, 4200, 1962, 11787, 863, 2489, 1951]}
AP20596;AP20596;AP20596;;;42;;;47;;;46;;;78;1;;68;;;281;1;0;282;{'1': [14466, 4483, 6150, 1671, 8585, 6927, 7446, 13471, 11945, 5035, 5045, 12728, 8760, 4282, 13883, 2884, 76, 13786, 8030, 4063, 13918, 13544, 2166], '2': [13316, 11653, 3729, 9500, 7967, 1406, 7076, 11300, 4523, 10031, 818, 13746, 3643, 10171, 11586, 5193, 4682, 460, 5210, 14687, 7656, 7147, 7796, 11509, 380, 1276, 8190, 5375], '3': [5635, 10629, 7431, 9488, 1170, 1299, 9364, 12437, 8090, 6299, 3228, 8092, 11685, 12069, 5543, 3371, 9773, 8366, 12081, 3254, 1207, 14519, 3134, 2882, 12619, 9676, 3917, 4045, 5069, 10071, 4696, 5209, 13911, 2401, 7909, 7782, 3303, 8422, 5225, 11240, 14571, 3824, 14449, 9463, 3834, 8446], '4': [2689, 7171, 9987, 6149, 7433, 7948, 7568, 11925, 1302, 4758, 14362, 2978, 10662, 4264, 12203, 11948, 13998, 10416, 7986, 3123, 13875, 2871, 14392, 9402, 4669, 6591, 9794, 5571, 11330, 1096, 73, 10698, 78, 6223, 80, 3281, 11854, 13782, 14564, 10600, 9577, 12394, 3186, 10482, 3189, 4213, 4342, 7672, 10875, 10108, 5503], '5': [2688, 12291, 1930, 12433, 6677, 1433, 12825, 923, 5660, 10270, 6304, 4901, 1830, 6565, 9641, 813, 11699, 2485, 11573, 11832, 9148, 11966, 1860, 5958, 199, 4937, 3276, 13776, 10963, 1492, 2901, 6484, 8153, 3674, 2910, 4063, 248, 11487, 4835, 1764, 5479, 13671, 4336, 11252, 1656, 13309]}
AP20598;AP20598;AP20598;;;9;;;13;;;14;;;6;;;4;;;46;0;0;46;{'1': [6508, 11795, 9429, 5781, 14300], '2': [3299, 6117, 3399, 5996, 2041, 11677], '3': [11969, 3047, 4170, 10860, 13134, 10449, 9661], '4': [5188, 7954, 5205, 6549, 8151], '5': [9160, 1763]}
AP20605;AP20605;AP20605;;;;;;;;;;;;1;;;;;;1;0;0;1;{'1': [], '2': [], '3': [], '4': [9642], '5': []}
AP20606;AP20606;AP20606;;;;;;1;;;;;;;;;;;;1;0;0;1;{'1': [], '2': [11502], '3': [4832, 8449, 8486, 8531, 4887, 1946, 8350], '4': [6868, 10215], '5': [2844]}
AP20607;AP20607;AP20607;;;14;;;17;;;14;;;12;;;6;;;63;0;0;63;{'1': [12940, 8323, 11812, 10022], '2': [2052, 9549, 2703, 431, 14680, 5564], '3': [7141, 6635, 1012, 3002, 12828], '4': [1824, 394, 13484, 2683, 9342, 6751], '5': [12000, 7923, 2004, 12308]}
AP20608;AP20608;AP20608;;;;;;;;;1;1;;;;;4;;;5;1;0;6;{'1': [], '2': [], '3': [8089, 14986], '4': [], '5': [8882]}
AP20617;AP20617;AP20617;;;76;;;31;;;10;1;;7;;;14;;;138;1;0;139;{'1': [11776, 7810, 7939, 11908, 4359, 6919, 8712, 10251, 3855, 4239, 11921, 6806, 8727, 7452, 14126, 8751, 8754, 7607, 7484, 10431, 960, 3907, 14276, 6862, 10449, 9939, 7000, 14041, 4058, 6495, 4065, 11876, 1383, 9192, 4073, 1395, 9844, 4472, 14972, 9981], '2': [7808, 13453, 11151, 4637, 2462, 2085, 2471, 4136, 9781, 3897, 11068, 2497, 1991, 7375, 7135, 13537, 10088, 1787, 3838], '3': [11140, 10382, 2064, 1553, 5010, 8087, 3995, 2217, 4906, 8375, 7353, 11323, 1468, 8384, 11202, 11974, 10567, 11982, 1488, 6355, 14549, 5341, 11754, 2156, 4210, 7160, 4988, 2045, 12031], '4': [13889, 7172, 2096, 9554, 2931, 10708, 2171, 10460, 2175], '5': [10690, 7526, 13033, 10666, 7404, 7438, 13017, 13589, 7705]}
AP20618;AP20618;AP20618;;;;;;3;;;1;;;3;;;2;;;9;0;0;9;{'1': [], '2': [1515, 3454], '3': [1029], '4': [7768, 7767], '5': [13428, 10444]}
AP20624;AP20624;AP20624;;;;;;;;;;;;1;;;1;;;2;0;0;2;{'1': [], '2': [], '3': [1432, 1716, 12149], '4': [3382, 14225, 2390], '5': [7568]}
AP20626;AP20626;AP20626;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20644;AP20644;AP20644;;;60;;;90;;;;;;240;;;120;;;510;0;0;510;{'1': [4872, 5723], '2': [2822, 10383], '3': [8538, 8227, 14550], '4': [13929, 14026, 13379, 6238], '5': [8577, 2591]}
AP20645;AP20645;AP20645;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20647;AP20647;AP20647;;;;;;;;;;;;3;;;6;;;9;0;0;9;{'1': [], '2': [], '3': [], '4': [1472, 3333], '5': [2577]}
AP20648;AP20648;AP20648;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20650;AP20650;AP20650;;;180;;;810;;;180;30;;60;;;30;;;1260;30;0;1290;{'1': [8907], '2': [14855, 12873, 14569, 10142, 6932, 10102, 5654, 8798], '3': [13059, 12635, 12115, 5686], '4': [14749], '5': [6544]}
AP20654;AP20654;AP20654;;;754;;;915;;;678;;;819;;;683;;;3849;0;0;3849;{'1': [10762, 9103, 3600, 6049, 12451, 8232, 7209, 8752, 1462, 9657, 5698, 14789, 3400, 14542, 8144, 5844, 2913, 1513, 6253, 7410, 1783, 10492], '2': [1409, 3721, 6540, 8846, 4629, 6553, 8222, 3614, 8991, 6948, 9254, 10032, 1585, 4541, 8520, 10206, 13150, 3184, 8434, 3188, 5493], '3': [3072, 3, 9859, 13072, 2578, 14099, 12953, 2482, 6068, 6334, 6607, 10578, 5589, 9317, 10598, 13036, 5614, 2928, 3447, 14841, 5758], '4': [902, 9096, 13450, 11021, 11406, 1556, 278, 7838, 7201, 8113, 7993, 5690, 5056, 5185, 458, 7500, 7378, 8019, 10841, 13026, 12007, 4462, 501, 11005], '5': [13440, 11652, 12555, 6295, 5403, 9757, 5534, 5535, 11294, 9124, 680, 1201, 10551, 11449, 858, 1499, 10718, 8286, 5347, 7013, 1510, 11112, 4585, 5999, 7036]}
AP20658;AP20658;AP20658;;;;;;;;;;;;120;;;;;;120;0;0;120;{'1': [], '2': [], '3': [], '4': [9737, 13306], '5': []}
AP20660;AP20660;AP20660;;;690;;;210;;;360;;;300;;;330;;;1890;0;0;1890;{'1': [14689, 1379, 3431, 1231, 5585, 4659, 3414], '2': [2202, 8687, 103], '3': [8676, 13220, 11657, 14635, 11634, 1172, 7768, 11900, 5181], '4': [8710, 6696, 6668, 3213, 79, 10228, 2229, 14293, 6809], '5': [2244, 13317, 10953, 9482, 9138, 4027]}
AP20679;AP20679;AP20679;;;8;;;9;;;;;;;;;1;;;18;0;0;18;{'1': [7272, 8953, 12359], '2': [2240, 3921, 2274], '3': [], '4': [], '5': [13679]}
AP20680;AP20680;AP20680;;;1;;;3;;;4;;;3;;;;;;11;0;0;11;{'1': [10716], '2': [7685], '3': [12032, 8291, 8149, 1238, 14902], '4': [7162, 13259], '5': [2954]}
AP20682;AP20682;AP20682;;;7;;;7;;;9;;;;;;10;;;33;0;0;33;{'1': [5395, 3871], '2': [9296, 9440, 1620, 29], '3': [13371, 14202, 379, 13372], '4': [3187], '5': [6192, 3998, 10880, 2246]}
AP20688;AP20688;AP20688;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [14562, 12150], '4': [3209, 10586, 14644], '5': []}
AP20704;AP20704;AP20704;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [7183], '5': []}
AP20706;AP20706;AP20706;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20713;AP20713;AP20713;;;;;;3;;;2;;;5;;;14;;;24;0;0;24;{'1': [], '2': [10390], '3': [4961, 8641, 8420, 13317, 4806, 9652, 8127], '4': [10781, 7156, 5933, 14490], '5': [3747, 487, 1257, 9611, 9899, 6871, 3130, 1983]}
AP20716;AP20716;AP20716;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20718;AP20718;AP20718;;;;;;;;;30;;;30;;;;;;60;0;0;60;{'1': [], '2': [], '3': [12180, 13806], '4': [9997], '5': []}
AP20733;AP20733;AP20733;;;630;;;750;;;990;;;420;;;210;;;3000;0;0;3000;{'1': [3392, 14656, 835, 12237, 5782, 1847, 12534, 2078], '2': [11710, 12729, 5104, 1521, 9361, 7706, 6167, 3608, 3385, 5498, 11484, 62], '3': [7521, 7651, 9095, 1064, 12775, 7690, 13895, 4684, 12592, 10035, 823, 2847], '4': [7554, 6057, 9646, 11983, 244, 13046, 14838], '5': [5188, 1288, 1655, 537, 158]}
AP20742;AP20742;AP20742;;;104;;;108;;;48;;;108;;;4;;;372;0;0;372;{'1': [8033, 1030, 2729, 3251, 4823], '2': [11745, 14754, 3396, 12746, 4656, 11507, 12341, 9469], '3': [14657, 9766, 1517, 14862, 12790], '4': [8838, 10832, 6706, 948, 11382, 8055], '5': [11667]}
AP20748;AP20748;AP20748;;;441;;;879;;;196;;;676;;;425;;;2617;0;0;2617;{'1': [5506, 1933, 5650, 1427, 7191, 10904, 6043, 12704, 1314, 6693, 11173, 9775, 14384, 7091, 309, 7864, 2489, 14915, 13508, 6214, 10704, 14418, 1365, 6233, 4189, 10726, 8429, 1400], '2': [5891, 6276, 9732, 4235, 14732, 13200, 6561, 5922, 6061, 6576, 10043, 7869, 63, 7617, 4421, 970, 5963, 6221, 13774, 7503, 5072, 13523, 1621, 13271, 14309, 102, 10598, 12141, 10611, 11891, 2423, 14334], '3': [6946, 5767, 4682, 5739, 8874, 11500, 14350, 4079, 12660, 6645, 3159, 4409, 14171, 4764, 12829, 14047], '4': [522, 9487, 13980, 7710, 670, 7715, 10923, 13485, 3639, 183, 186, 1987, 3267, 8901, 326, 6095, 9809, 11090, 11475, 10970, 13154, 612, 14439, 4202, 8686, 4341, 13813, 3703, 10489, 1786, 14588], '5': [7426, 11420, 7071, 9645, 6325, 568, 449, 7107, 11333, 3270, 5195, 11475, 7892, 7898, 11614, 8542, 13411, 12773, 2156, 7278, 5496]}
AP20767;AP20767;AP20767;;;1558;;;1800;;;3691;;;1939;;;1246;;;10234;0;0;10234;{'1': [128, 6404, 7, 13588, 2967, 6964, 6968, 6977, 1989, 13261, 2766, 218, 2014, 14818, 742, 7526, 232, 3307, 4075, 8944, 11505, 13046, 12153, 7551], '2': [13187, 6020, 4998, 1287, 6023, 5517, 5908, 10136, 163, 10788, 3245, 1844, 14008, 14779, 4797, 9534, 12350, 5953, 8516, 8772, 12491, 5715, 11347, 600, 5851, 5980, 14820, 7016, 1129, 2538, 1131, 7917, 10867, 13300, 13948], '3': [14592, 3201, 1410, 1796, 13319, 1931, 9099, 7825, 3349, 14613, 7963, 5660, 14748, 3231, 6176, 9250, 2213, 14764, 14638, 3632, 11184, 14640, 7731, 14898, 1080, 14909, 965, 12485, 9416, 3145, 979, 13399, 13402, 13411, 101, 13413, 2535, 5992, 3305, 9320, 12395, 3948, 14832, 3446, 14847], '4': [7683, 10258, 8854, 8858, 11674, 4898, 7714, 4650, 4908, 5292, 816, 1073, 3632, 3761, 5300, 12984, 7609, 962, 8899, 8774, 5323, 8780, 1102, 8270, 12627, 13779, 14937, 12890, 13915, 359, 3819, 1389, 8301, 1391, 10995, 8825, 12667, 254], '5': [5249, 6401, 13574, 6928, 12567, 9625, 5406, 1055, 420, 5033, 9397, 12600, 9924, 5834, 4428, 5586, 90, 11356, 12515, 5486, 5359, 6388, 12919]}
AP20768;AP20768;AP20768;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20770;AP20770;AP20770;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20772;AP20772;AP20772;;;;;;;;;60;;;240;;;240;;;540;0;0;540;{'1': [], '2': [], '3': [13401, 1425], '4': [11529, 11055, 13958, 4759], '5': [10712, 9090]}
AP20773;AP20773;AP20773;;;4500;;;4350;;;2460;;;2766;;;2340;;;16416;0;0;16416;{'1': [770, 13826, 3719, 392, 5512, 12809, 6283, 5004, 6029, 7820, 11020, 13448, 14353, 10514, 3093, 13718, 9753, 13820, 1054, 5664, 11680, 13694, 1831, 3879, 11817, 14635, 14764, 3885, 5935, 9647, 10159, 5042, 4153, 189, 5694, 7358, 10432, 3777, 11072, 7363, 13761, 5830, 2635, 13132, 5710, 5199, 10833, 12115, 12244, 13143, 7515, 860, 13917, 6112, 4196, 3685, 3686, 13924, 6125, 11629, 1263, 8176, 8818, 5491, 5747, 2421, 9078, 10358, 888, 11769, 12531, 11004, 382], '2': [3585, 4619, 2578, 13848, 28, 549, 3115, 3116, 14383, 11827, 11840, 11843, 69, 74, 1613, 12367, 2640, 11351, 14936, 5722, 5212, 13926, 11387, 9349, 9351, 14990, 1686, 5788, 9372, 680, 171, 8884, 8377, 6843, 9405, 7874, 8388, 197, 13508, 14534, 9420, 1237, 6364, 6376, 13545, 10991, 5872, 4855, 9476, 3850, 12558, 3860, 287, 14118, 14630, 5951, 321, 13138, 13168, 6520, 2430, 3459, 3461, 4486, 6025, 8608, 12203, 5036, 14251, 6586, 13760, 11715, 1507, 5606, 6631, 5099, 509], '3': [256, 3204, 3590, 4615, 2956, 398, 3214, 3599, 7824, 9490, 10771, 9365, 7830, 4891, 13211, 4648, 9132, 13234, 7481, 7610, 6203, 10810, 13626, 1347, 13512, 1610, 13132, 11346, 8275, 6102, 6230, 6745, 13659, 9181, 3422, 9821, 3040, 7649, 12654, 4847, 112, 13040, 12786, 10995, 10997, 10487], '4': [386, 772, 1285, 12549, 263, 5384, 1674, 3469, 782, 5010, 7187, 3610, 7323, 12058, 8222, 8227, 4517, 8101, 1319, 7975, 9127, 9258, 2991, 2482, 14771, 3508, 3765, 6071, 8765, 11325, 3775, 8513, 7370, 12363, 8782, 9424, 5460, 1752, 3801, 5721, 8923, 12252, 8797, 12888, 7647, 14694, 1767, 1001, 1263, 12660, 13176, 10877, 3583], '5': [6784, 11649, 1794, 10114, 11779, 11904, 391, 8458, 12171, 1934, 7055, 9233, 12179, 7062, 6810, 29, 13342, 9503, 7201, 10661, 11186, 8374, 10039, 12983, 2239, 6473, 2122, 3403, 8396, 10960, 1623, 8919, 10970, 13403, 6877, 9438, 12511, 8676, 11647, 10347, 7027, 1012, 13299, 4470, 9079, 11130, 6779, 13180, 2045, 8703]}
AP20774;AP20774;AP20774;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20775;AP20775;AP20775;;;300;;;300;;;150;;;30;;;90;;;870;0;0;870;{'1': [1952, 3577, 10979, 13560], '2': [12032, 5830, 4202, 14840, 6333], '3': [7224, 5721, 9454], '4': [10826], '5': [9984]}
AP20776;AP20776;AP20776;;;2880;;;1680;;;1410;;;2345;;;2820;;;11135;0;0;11135;{'1': [6400, 12545, 11010, 8195, 8324, 11779, 9742, 1552, 3345, 1682, 7569, 9849, 5910, 10518, 10393, 11163, 3997, 803, 12580, 808, 4394, 1451, 1070, 1328, 5552, 7477, 12597, 12729, 1357, 13775, 850, 3283, 858, 2268, 4326, 12521, 4459, 1899, 2029, 6765, 7919, 6512, 12019, 6005, 5369, 8699, 6398], '2': [7682, 3332, 1934, 3603, 1428, 1430, 4886, 9759, 1952, 6819, 6968, 7868, 4672, 4550, 711, 4678, 9168, 2769, 2010, 3679, 4321, 4459, 1263, 2033, 9842, 2299], '3': [7686, 3975, 14095, 7955, 7333, 6697, 4780, 7221, 439, 1982, 10308, 4053, 7895, 5081, 3934, 4833, 1890, 8038, 4967, 13691, 1535], '4': [11275, 11403, 2446, 7567, 10638, 6675, 2068, 12949, 7577, 11163, 12444, 7839, 11167, 14241, 8229, 11687, 7083, 4017, 10546, 11697, 13876, 8248, 5177, 7229, 10692, 9285, 12999, 12249, 7514, 8413, 8159, 2404, 2536, 5992, 9064, 2797, 14323, 6136, 8316], '5': [3585, 9857, 901, 4358, 4103, 8722, 4115, 3477, 538, 10780, 7454, 11551, 3878, 1323, 5934, 4015, 12208, 3643, 10813, 1343, 11585, 5826, 8516, 4811, 12364, 973, 6350, 1872, 4181, 8278, 4441, 4186, 5339, 6753, 2916, 7012, 1646, 8175, 6001, 502, 12150, 10746, 12027, 7292, 13693]}
AP20778;AP20778;AP20778;;;13580;;;4770;;;2045;;;1200;60;;210;;;21805;60;0;21865;{'1': [2058, 3608, 7708, 14369, 1570, 7714, 8739, 7717, 14884, 6695, 9256, 8745, 13870, 3631, 10288, 8755, 4162, 9797, 7760, 14930, 4695, 6743, 1626, 3676, 3677, 6752, 1639, 11367, 1657, 4735, 1156, 11408, 10385, 1704, 1707, 1196, 6829, 7340, 11437, 9392, 11442, 11445, 8887, 14521, 2235, 9921, 11969, 7878, 14026, 14027, 8908, 8911, 14031, 7377, 14032, 7381, 14037, 14038, 4826, 1244, 4316, 3808, 9959, 4328, 4343, 8957, 14093, 8975, 14617, 1820, 10524, 1312, 1824, 1825, 2348, 2349, 4908, 4909, 11574, 3385, 1338, 9019, 6973, 9533, 14657, 10563, 9540, 4943, 3409, 3922, 2390, 2391, 10071, 3936, 1382, 4969, 7018, 10089, 11627, 11628, 7029, 9080, 1913, 3458, 3459, 3460, 10121, 1930, 4496, 6552, 1437, 5022, 4002, 6562, 4021, 950, 7096, 7098, 4543, 11719, 1480, 4041, 9672, 9673, 14791, 9167, 4048, 14288, 14800, 4061, 991, 4576, 6627, 9701, 14824, 3563, 4587, 7661, 9707, 3568, 1522, 14323, 14841, 7675], '2': [3844, 2058, 2571, 2060, 4620, 9487, 7568, 11025, 7186, 13586, 2968, 13593, 5275, 1180, 11169, 11045, 13349, 4264, 7080, 4778, 7851, 10154, 9901, 2478, 1327, 4912, 4663, 5561, 13245, 10175, 4928, 4673, 2243, 8004, 11334, 1479, 4553, 10185, 1487, 7248, 11476, 2776, 2008, 9945, 3931, 7167, 7517, 2143, 7647, 10337, 8060, 2153, 2286, 4592, 9969, 11259, 4732, 7039], '3': [7169, 11905, 8452, 1670, 7303, 11910, 1801, 12167, 780, 13836, 7316, 8084, 8351, 2080, 13749, 14386, 2089, 5290, 8237, 1970, 11059, 11188, 8373, 6454, 4407, 11062, 11828, 11706, 699, 5436, 8509, 574, 5182, 11071, 1857, 2113, 11199, 11964, 14268, 1351, 8520, 11849, 4811, 13904, 5457, 7000, 14427, 861, 4985, 4073, 1258, 1387, 1516, 5229, 6505, 14452, 8700, 11384, 3961, 1276, 7037], '4': [10244, 9861, 7047, 14215, 14471, 6158, 14224, 6037, 6679, 6305, 2338, 2984, 6202, 10173, 14655, 3138, 14274, 6084, 6085, 6852, 14407, 3144, 14152, 6090, 6988, 2637, 2256, 14419, 10325, 6486, 5848, 6364, 5853, 6876, 6878, 13665, 5990, 14568, 14061, 7157, 14583, 14072, 6907, 14333, 14590], '5': [10755, 10729, 2858, 2828, 2905, 2748, 7550]}
AP20782;AP20782;AP20782;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP20787;AP20787;AP20787;;;;;;;;;21;;;19;;;99;;;139;0;0;139;{'1': [], '2': [], '3': [5248, 6368, 9345, 14368, 12459, 3468, 543, 12560, 8434, 1972, 8191, 1215], '4': [4960, 1252, 11302, 9289, 10313, 8431, 13173, 2872, 891], '5': [4143, 111, 9692, 5117, 9246]}
