codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;total_entregado_total;total_entregado_parcial;total_pendiente;matched_rows_per_source
AP20519;AP20519;AP20519;;;220;17;;220;17;0;{'1': [1538, 5635, 2061, 5648, 1554, 4626, 5142, 1567, 1568, 1576, 4648, 3120, 3121, 1592, 2104, 3128, 3640, 4161, 3142, 1609, 1614, 1615, 1616, 2644, 1111, 3672, 4184, 3675, 4188, 5723, 3680, 2658, 1638, 1127, 4710, 1643, 1646, 3695, 1136, 4602, 3189, 1655, 3704, 1145, 1658, 2682, 1664, 2689, 3202, 1667, 5763, 645, 651, 1682, 1683, 5267, 3734, 4761, 675, 678, 3239, 3750, 1193, 1194, 1706, 2729, 1197, 686, 3751, 3754, 689, 5812, 3255, 1720, 3261, 5824, 5319, 5327, 1234, 724, 4309, 4822, 730, 1242, 1757, 742, 744, 746, 5358, 4854, 4855, 1787, 4353, 3330, 1284, 773, 1800, 1801, 4367, 1297, 3351, 4380, 1822, 799, 800, 3358, 1826, 3875, 804, 1828, 3364, 1831, 3370, 1839, 1330, 2870, 1338, 3902, 832, 3905, 4929, 4931, 3908, 1862, 1351, 1865, 3403, 3916, 846, 1367, 2391, 3929, 3931, 2910, 3422, 1377, 1891, 868, 869, 2403, 4967, 1384, 4969, 1899, 3436, 2413, 3949, 1396, 1397, 4984, 2937, 895, 6527, 3971, 1420, 910, 1944, 1436, 5533, 1438, 3999, 1442, 1955, 5028, 1447, 943, 2482, 951, 5560, 1467, 5563, 957, 958, 5564, 5565, 5057, 5566, 1990, 5577, 972, 4049, 981, 1494, 5077, 4060, 3037, 2016, 5601, 1506, 6116, 4069, 1515, 4588, 4078, 4079, 4082, 2035, 5108, 1525, 2038, 5625, 3066, 5116, 5630, 5119]}
AP22779;AP22779;AP22779;;;;;;0;0;0;{'1': []}
AP22305;AP22305;AP22305;;;;;;0;0;0;{'1': []}
AP21492;AP21492;AP21492;;;;;;0;0;0;{'1': [6844]}
AP21746;AP21746;AP21746;;;;;;0;0;0;{'1': []}
AP23449;AP23449;AP23449;;;;;;0;0;0;{'1': []}
AP23223;AP23223;AP23223;;;;;;0;0;0;{'1': []}
AP20872;AP20872;AP20872;;;;;;0;0;0;{'1': []}
AP22052;AP22052;AP22052;;;;;;0;0;0;{'1': []}
AP23103;AP23103;AP23103;;;;;;0;0;0;{'1': []}
AP23093;AP23093;AP23093;;;3;;;3;0;0;{'1': [6045, 2933, 2934]}
AP21748;AP21748;AP21748;;;;;;0;0;0;{'1': []}
AP23095;AP23095;AP23095;;;;;;0;0;0;{'1': []}
AP21747;AP21747;AP21747;;;;;;0;0;0;{'1': []}
AP22483;AP22483;AP22483;;;;;;0;0;0;{'1': []}
AP20311;AP20311;AP20311;;;;;;0;0;0;{'1': []}
AP20808;AP20808;AP20808;;;42;;;42;0;0;{'1': [2577, 3394, 4319, 2383]}
AP20007;AP20007;AP20007;;;;;;0;0;0;{'1': []}
AP21824;AP21824;AP21824;;;;;;0;0;0;{'1': []}
AP21938;AP21938;AP21938;;;;;;0;0;0;{'1': []}
AP21825;AP21825;AP21825;;;;;;0;0;0;{'1': []}
AP21006;AP21006;AP21006;;;;;;0;0;0;{'1': []}
AP20720;AP20720;AP20720;;;;;;0;0;0;{'1': []}
AP20717;AP20717;AP20717;;;38;6;;38;6;0;{'1': [6787, 5369, 2183, 6920, 1673, 5129, 3856, 2452, 2453, 2454, 4119, 3352, 6677, 7190, 7072, 5025, 2727, 2728, 3368, 5034, 6442, 6648, 2734, 687, 4782, 5040, 2866, 6966, 699, 5311, 7111, 2504, 2888, 6473, 5196, 4303, 976, 2384, 4050, 723, 3923, 6737, 3927, 1889, 2021, 2406, 7144, 6761, 1651, 1653, 6645, 1783, 4344, 4089, 764, 1406]}
AP20722;AP20722;AP20722;;;;;;0;0;0;{'1': []}
AP20719;AP20719;AP20719;;;;;;0;0;0;{'1': []}
AP20549;AP20549;AP20549;;;8;;;8;0;0;{'1': [3271, 3272, 3885, 1743, 4370, 4313, 4315]}
AP24408;AP24408;AP24408;;;;;;0;0;0;{'1': []}
AP21832;AP21832;AP21832;;;2;;;2;0;0;{'1': [2273, 3838]}
AP23959;AP23959;AP23959;;;9;;;9;0;0;{'1': [5376, 7008, 1347, 4037, 5061, 1513, 1514, 2733, 7156, 6586, 2683, 2012, 6782]}
AP23736;AP23736;AP23736;;;3;;;3;0;0;{'1': [6880, 2586, 4318]}
AP21946;AP21946;AP21946;;;;;;0;0;0;{'1': []}
AP22897;AP22897;AP22897;;;4;;;4;0;0;{'1': [6917, 2502, 4917, 3164, 3166]}
AP22521;AP22521;AP22521;;;22;4;;22;4;0;{'1': [6912, 2562, 4102, 647, 6538, 7053, 7181, 6931, 4117, 6555, 6942, 6176, 1960, 4137, 4393, 7087, 6577, 946, 3122, 6453, 7095, 7225, 4156, 4157, 6852, 1094, 4170, 4172, 4174, 2641, 6232, 4314, 4571, 860, 861, 989, 7011, 6379, 5363, 6773, 2168]}
AP20995;AP20995;AP20995;;;;;;0;0;0;{'1': []}
AP22492;AP22492;AP22492;;;4;;;4;0;0;{'1': [2962, 4155, 3173, 1718]}
AP21817;AP21817;AP21817;;;;;;0;0;0;{'1': []}
AP21818;AP21818;AP21818;;;;;;0;0;0;{'1': []}
AP21820;AP21820;AP21820;;;;;;0;0;0;{'1': []}
AP22815;AP22815;AP22815;;;;;;0;0;0;{'1': []}
AP20533;AP20533;AP20533;;;;;;0;0;0;{'1': []}
AP23633;AP23633;AP23633;;;24;1;;24;1;0;{'1': [4868, 4103, 6411, 2062, 913, 4372, 3989, 7061, 4759, 4633, 2331, 2213, 5552, 945, 3126, 2627, 3268, 6996, 1368, 5342, 2271, 7263, 5345, 1378, 880, 7026, 1140, 4468, 3195, 3197, 6783]}
AP21945;AP21945;AP21945;;;;;;0;0;0;{'1': []}
AP21426;AP21426;AP21426;;;;;;0;0;0;{'1': []}
AP23581;AP23581;AP23581;;;;;;0;0;0;{'1': []}
AP20684;AP20684;AP20684;;;;;;0;0;0;{'1': []}
AP23584;AP23584;AP23584;;;;;;0;0;0;{'1': [6779, 6261]}
AP24531;AP24531;AP24531;;;6;5;;6;5;0;{'1': [4705, 2754, 5156, 6214, 5833, 4877, 5230, 5583, 5368, 4606, 5535]}
AP22356;AP22356;AP22356;;;;;;0;0;0;{'1': []}
AP23933;AP23933;AP23933;;;1;;;1;0;0;{'1': [4320]}
AP20646;AP20646;AP20646;;;;;;0;0;0;{'1': []}
AP24182;AP24182;AP24182;;;;;;0;0;0;{'1': []}
AP21708;AP21708;AP21708;;;;;;0;0;0;{'1': []}
AP24163;AP24163;AP24163;;;;;;0;0;0;{'1': []}
AP21807;AP21807;AP21807;;;;;;0;0;0;{'1': []}
AP22901;AP22901;AP22901;;;;;;0;0;0;{'1': []}
AP23293;AP23293;AP23293;;;;;;0;0;0;{'1': []}
AP22770;AP22770;AP22770;;;;;;0;0;0;{'1': []}
AP24345;AP24345;AP24345;;;;;;0;0;0;{'1': []}
AP22306;AP22306;AP22306;;;;;;0;0;0;{'1': []}
AP21929;AP21929;AP21929;;;;;;0;0;0;{'1': []}
AP24034;AP24034;AP24034;;;;;;0;0;0;{'1': []}
AP21930;AP21930;AP21930;;;;;;0;0;0;{'1': []}
AP20222;AP20222;AP20222;;;;;;0;0;0;{'1': []}
AP23450;AP23450;AP23450;;;280;;;280;0;0;{'1': [1152, 6665, 7059, 6292, 3105, 6820, 6567, 2216, 6829, 6576, 6197, 6714, 7226, 2756, 6981, 7240, 7037, 6995, 1748, 1749, 6999, 6626, 6768, 6769, 6386, 1533, 4862]}
AP20131;AP20131;AP20131;;;;;;0;0;0;{'1': []}
AP21166;AP21166;AP21166;;;;;;0;0;0;{'1': [7174, 6862, 6833, 6902, 6585]}
AP24354;AP24354;AP24354;;;18;;;18;0;0;{'1': [6146, 7179, 6160, 6675, 6164, 6676, 2583, 6681, 7194, 7198, 6695, 7207, 7209, 1585, 7220, 6199, 6715, 7241, 6218, 6224, 6740, 6741, 7253, 6743, 6751, 6242, 6757, 1647, 6772, 4229, 6277, 6280, 6287, 1693, 6303, 6815, 6816, 3749, 6822, 6317, 6321, 6835, 6837, 6326, 4281, 6845, 6335, 6340, 6859, 6866, 6871, 6875, 6889, 2800, 6385, 5880, 6907, 6410, 6414, 6415, 3354, 3355, 6952, 6955, 6447, 6458, 6974, 6982, 839, 6472, 6985, 6478, 3407, 6479, 6998, 6487, 1369, 7010, 7016, 6507, 2931, 7028, 7030, 7032, 2941, 6532, 6533, 7056, 7066, 6563, 7085, 6581, 7093, 7094, 6588, 7110, 6609, 7123, 7127, 6619, 2019, 6630, 6641, 6651, 7166]}
AP20204;AP20204;AP20204;;;;;;0;0;0;{'1': []}
AP20873;AP20873;AP20873;;;4;;;4;0;0;{'1': [5484, 4506, 3764]}
AP20134;AP20134;AP20134;;;;;;0;0;0;{'1': []}
AP20691;AP20691;AP20691;;;;;;0;0;0;{'1': []}
AP20863;AP20863;AP20863;;;;;;0;0;0;{'1': []}
AP24187;AP24187;AP24187;;;;1;;0;1;0;{'1': [5970]}
AP23094;AP23094;AP23094;;;2;;;2;0;0;{'1': [3098, 3451]}
AP20307;AP20307;AP20307;;;;;;0;0;0;{'1': []}
AP23092;AP23092;AP23092;;;;;;0;0;0;{'1': []}
AP21425;AP21425;AP21425;;;;;;0;0;0;{'1': []}
AP24357;AP24357;AP24357;;;;;;0;0;0;{'1': []}
AP21303;AP21303;AP21303;;;;;;0;0;0;{'1': []}
AP21079;AP21079;AP21079;;;;;;0;0;0;{'1': []}
AP21001;AP21001;AP21001;;;8;;;8;0;0;{'1': [6017, 5352, 944, 3920, 1331, 2100, 4371, 3869]}
AP21080;AP21080;AP21080;;;;;;0;0;0;{'1': []}
AP24431;AP24431;AP24431;;;;;;0;0;0;{'1': []}
AP22392;AP22392;AP22392;;;;;;0;0;0;{'1': []}
AP22575;AP22575;AP22575;;;;;;0;0;0;{'1': []}
AP20209;AP20209;AP20209;;;;;;0;0;0;{'1': []}
AP20210;AP20210;AP20210;;;2;;;2;0;0;{'1': [7076, 5860, 7046]}
AP21043;AP21043;AP21043;;;;;;0;0;0;{'1': []}
AP20396;AP20396;AP20396;;;;;;0;0;0;{'1': []}
AP21390;AP21390;AP21390;;;;;;0;0;0;{'1': []}
AP22462;AP22462;AP22462;;;;;;0;0;0;{'1': []}
AP23199;AP23199;AP23199;;;;;;0;0;0;{'1': []}
AP20593;AP20593;AP20593;;;;;;0;0;0;{'1': []}
AP22515;AP22515;AP22515;;;;;;0;0;0;{'1': []}
AP22468;AP22468;AP22468;;;;;;0;0;0;{'1': []}
100449;100449;100449;;;;;;0;0;0;{'1': []}
AP23896;AP23896;AP23896;;;150;;;150;0;0;{'1': [5477, 4907, 2189, 2161, 1117]}
528498;528498;528498;;;;;;0;0;0;{'1': []}
AP21763;AP21763;AP21763;;;;;;0;0;0;{'1': []}
AP24252;AP24252;AP24252;;;;;;0;0;0;{'1': [7090]}
AP20723;AP20723;AP20723;;;1;;;1;0;0;{'1': [6305, 6635, 4900]}
AP22968;AP22968;AP22968;;;1;;;1;0;0;{'1': [2904]}
N01BB0131C03;N01BB0131C03;N01BB0131C03;;;;;;0;0;0;{'1': []}
AP23001;AP23001;AP23001;;;;;;0;0;0;{'1': []}
403209;403209;403209;;;;;;0;0;0;{'1': []}
AP22430;AP22430;AP22430;;;;;;0;0;0;{'1': []}
AP20264;AP20264;AP20264;;;60;;;60;0;0;{'1': [1149]}
AP22720;AP22720;AP22720;;;;;;0;0;0;{'1': []}
AP22436;AP22436;AP22436;;;1295;60;;1295;60;0;{'1': [6660, 7178, 7192, 6170, 6690, 4132, 5164, 6191, 7218, 6201, 4163, 7235, 4680, 6738, 7261, 2149, 2661, 7269, 624, 6778, 3203, 4232, 6799, 6802, 1185, 6306, 6308, 2214, 2223, 2764, 5836, 5838, 6348, 6351, 6861, 6873, 2279, 6890, 2287, 2288, 1779, 3840, 6402, 6408, 1292, 1293, 3349, 2846, 6446, 6971, 6994, 4435, 4436, 4947, 6493, 3423, 6505, 6526, 2431, 2952, 3984, 6544, 7062, 1431, 7064, 6050, 1448, 7081, 7103, 962, 965, 7114, 6611, 6616, 6620, 7134, 7143, 7146, 1004, 6128, 6129, 6130, 6649, 1018]}
AP22445;AP22445;AP22445;;;;;;0;0;0;{'1': []}
AP20444;AP20444;AP20444;;;;;;0;0;0;{'1': []}
AP22442;AP22442;AP22442;;;3;;;3;0;0;{'1': [1936, 5841, 3439]}
AP23306;AP23306;AP23306;;;180;;;180;0;0;{'1': [899, 1002, 2616, 6957, 975, 2456, 2617]}
AP20837;AP20837;AP20837;;;;;;0;0;0;{'1': []}
AP20838;AP20838;AP20838;;;;;;0;0;0;{'1': []}
AP22737;AP22737;AP22737;;;80;;;80;0;0;{'1': [5063]}
AP22738;AP22738;AP22738;;;6;;;6;0;0;{'1': [4072, 4632, 5493]}
AP22026;AP22026;AP22026;;;210;;;210;0;0;{'1': [1352, 4009]}
AP20685;AP20685;AP20685;;;;;;0;0;0;{'1': []}
N02AA0331C01;N02AA0331C01;N02AA0331C01;;;;;;0;0;0;{'1': []}
AP24185;AP24185;AP24185;;;;;;0;0;0;{'1': []}
AP22530;AP22530;AP22530;;;;;;0;0;0;{'1': []}
AP22941;AP22941;AP22941;;;;;;0;0;0;{'1': []}
AP22011;AP22011;AP22011;;;120;;;120;0;0;{'1': [4587, 7276, 2289, 7249, 1044, 6811]}
AP23859;AP23859;AP23859;;;30;;;30;0;0;{'1': [631]}
AP20109;AP20109;AP20109;;;;30;;0;30;0;{'1': [4959]}
AP23064;AP23064;AP23064;;;;;;0;0;0;{'1': []}
AP22012;AP22012;AP22012;;;;;;0;0;0;{'1': []}
AP20730;AP20730;AP20730;;;;;;0;0;0;{'1': []}
N02AE0175C03;N02AE0175C03;N02AE0175C03;;;;;;0;0;0;{'1': []}
119711;119711;119711;;;;;;0;0;0;{'1': []}
AP20728;AP20728;AP20728;;;28;;;28;0;0;{'1': [2058, 3762, 1460, 5494, 3897, 5373]}
AP20729;AP20729;AP20729;;;50;;;50;0;0;{'1': [3106, 4328, 1353, 1994, 4525, 1461, 4414]}
AP23944;AP23944;AP23944;;;30;;;30;0;0;{'1': [2869]}
AP23134;AP23134;AP23134;;;60;;;60;0;0;{'1': [1147, 4590]}
AP23304;AP23304;AP23304;;;324;30;;324;30;0;{'1': [3872, 3429, 3430, 3431, 3432, 3177, 4361, 5423, 2995, 5397, 5688, 2270]}
AP23669;AP23669;AP23669;;;120;;;120;0;0;{'1': [1497, 1189]}
AP23676;AP23676;AP23676;;;;;;0;0;0;{'1': []}
AP21127;AP21127;AP21127;;;900;;;900;0;0;{'1': [4066, 5060, 4165, 4358, 3752, 4395, 1199, 3823, 2225, 2802, 3826, 3888, 1173, 5149, 4151, 3739, 925, 4063]}
AP23557;AP23557;AP23557;;;420;;;420;0;0;{'1': [3021, 3892, 5078, 4665, 1434]}
AP23558;AP23558;AP23558;;;;;;0;0;0;{'1': []}
AP23559;AP23559;AP23559;;;;;;0;0;0;{'1': []}
AP23269;AP23269;AP23269;;;6;;;6;0;0;{'1': [6179, 5865, 5835, 6637, 6388, 762, 924]}
AP23561;AP23561;AP23561;;;;;;0;0;0;{'1': []}
AP23560;AP23560;AP23560;;;480;;;480;0;0;{'1': [1709, 1869, 1840, 1105, 5361, 1372]}
AP22961;AP22961;AP22961;;;;;;0;0;0;{'1': []}
AP22485;AP22485;AP22485;;;360;;;360;0;0;{'1': [1380, 3756, 5485, 3311, 5264, 5209, 1851]}
AP21059;AP21059;AP21059;;;630;;;630;0;0;{'1': [3969, 669, 3980, 3769, 5339, 3965, 1278]}
AP20267;AP20267;AP20267;;;;;;0;0;0;{'1': []}
531499;531499;531499;;;;;;0;0;0;{'1': []}
AP22532;AP22532;AP22532;;;;;;0;0;0;{'1': []}
AP20746;AP20746;AP20746;;;;;;0;0;0;{'1': []}
AP20747;AP20747;AP20747;;;;;;0;0;0;{'1': []}
AP23368;AP23368;AP23368;;;420;;;420;0;0;{'1': [2178, 3683, 4004, 5992, 3918, 3058, 179, 3828, 4054, 4055, 1273, 5850, 3932, 3998]}
AP22710;AP22710;AP22710;;;;;;0;0;0;{'1': []}
AP22604;AP22604;AP22604;;;330;;;330;0;0;{'1': [3715, 3748, 1642, 3766, 5143, 1656, 3964]}
AP20490;AP20490;AP20490;;;30;;;30;0;0;{'1': [3960]}
AP20072;AP20072;AP20072;;;;;;0;0;0;{'1': []}
AP21030;AP21030;AP21030;;;;;;0;0;0;{'1': []}
AP24121;AP24121;AP24121;;;;18;;0;18;0;{'1': [6597, 7173, 7270, 7176, 7038, 6327, 6968, 6969, 6490, 6238, 6879]}
548991;548991;548991;;;;;;0;0;0;{'1': []}
AP21890;AP21890;AP21890;;;;;;0;0;0;{'1': []}
AP20052;AP20052;AP20052;;;;;;0;0;0;{'1': []}
AP21915;AP21915;AP21915;;;60;;;60;0;0;{'1': [1174]}
AP20085;AP20085;AP20085;;;3186;150;;3186;150;0;{'1': [2578, 3099, 4643, 6182, 4141, 6725, 1606, 5200, 6226, 2648, 3676, 3167, 1124, 3174, 3175, 6247, 2153, 2157, 2690, 3204, 1158, 6288, 2707, 1177, 2717, 3230, 2209, 5286, 2220, 2221, 4268, 4784, 4275, 2748, 5309, 2243, 2761, 1229, 5843, 2775, 3289, 3291, 3292, 4317, 5344, 1765, 4329, 2798, 5362, 2297, 5881, 4347, 2812, 5883, 6393, 3839, 3851, 4376, 2335, 6943, 2863, 5431, 6468, 848, 3408, 3413, 3420, 870, 6509, 882, 6517, 1409, 1440, 1441, 5538, 5540, 1449, 1961, 1965, 2486, 956, 1989, 4053, 2522, 2015, 2025, 1005, 1009, 1012, 2552]}
AP22576;AP22576;AP22576;;;180;;;180;0;0;{'1': [3963, 731, 3731]}
AP20121;AP20121;AP20121;;;86;60;;86;60;0;{'1': [4840, 114, 2782, 1062]}
AP24141;AP24141;AP24141;;;1070;40;;1070;40;0;{'1': [1539, 644, 5511, 3727, 3729, 1427, 3366, 1587, 1844, 4020, 4805, 1493, 6233, 5346, 1770, 1776, 5232, 760, 635]}
AP20123;AP20123;AP20123;;;;;;0;0;0;{'1': []}
AP20062;AP20062;AP20062;;;;;;0;0;0;{'1': []}
AP20120;AP20120;AP20120;;;120;;;120;0;0;{'1': [2150, 4519]}
AP20049;AP20049;AP20049;;;;;;0;0;0;{'1': []}
AP20107;AP20107;AP20107;;;450;;;450;0;0;{'1': [6211, 6342, 6941, 7274, 2028, 5106, 7157, 4857, 5469]}
AP20125;AP20125;AP20125;;;;1;;0;1;0;{'1': [4955]}
AP20064;AP20064;AP20064;;;184;;;184;0;0;{'1': [1593, 2259, 2845, 3385]}
AP20449;AP20449;AP20449;;;;;;0;0;0;{'1': []}
AP20086;AP20086;AP20086;;;555;420;;555;420;0;{'1': [2822, 6919, 5899, 6923, 6925, 5006, 6031, 5393, 6035, 5013, 1047, 7065, 6940, 6429, 2210, 6565, 6951, 5930, 5293, 5306, 6591, 6210, 6986, 5719, 5993, 6380, 5871, 4983, 7033]}
AP23305;AP23305;AP23305;;;580;28;;580;28;0;{'1': [1411, 2020, 3428, 840, 3433, 2026, 2159, 2163, 3127, 2102, 2455, 4667, 859, 3199]}
AP20088;AP20088;AP20088;;;528;50;;528;50;0;{'1': [5894, 5768, 7193, 6682, 6299, 6945, 6946, 6584, 3132, 5821, 4416, 2241, 2242, 1986, 2244, 7163, 5704, 2377, 6728, 6349, 6352, 4817, 3282, 5075, 5243, 3708]}
AP21507;AP21507;AP21507;;;;;;0;0;0;{'1': []}
AP23525;AP23525;AP23525;;;;;;0;0;0;{'1': []}
AP21126;AP21126;AP21126;;;3180;;;3180;0;0;{'1': [3456, 897, 4101, 4741, 5004, 909, 3854, 911, 5265, 3732, 5140, 3870, 4383, 4128, 929, 3362, 1315, 4390, 4392, 3753, 3755, 4396, 3761, 4023, 4663, 4025, 5059, 1999, 1502, 4064, 1121, 3682, 3937, 4065, 4068, 1512, 3944, 5357, 2670, 3824, 3825, 3955, 4211, 5109, 1530, 4348, 4351]}
AP24223;AP24223;AP24223;;;;;;0;0;0;{'1': []}
AP21731;AP21731;AP21731;;;3570;;;3570;0;0;{'1': [2304, 3849, 1419, 4365, 788, 3221, 3735, 3097, 4636, 3741, 4386, 4388, 4133, 2470, 3880, 1070, 2606, 4144, 4911, 3384, 4158, 3903, 2114, 1349, 3910, 3913, 3914, 4047, 2770, 4052, 4825, 4061, 863, 3935, 4193, 1250, 995, 3938, 3813, 3939, 3940, 3941, 4073, 2796, 4206, 4207, 1269, 4220, 3453, 767]}
AP21737;AP21737;AP21737;;;210;;;210;0;0;{'1': [3968, 2170, 4071]}
AP21735;AP21735;AP21735;;;28;;;28;0;0;{'1': [3744, 3745, 809, 4042, 4043, 4044, 797, 1694]}
N03AB0201C01;N03AB0201C01;N03AB0201C01;;;;;;0;0;0;{'1': []}
AP21727;AP21727;AP21727;;;;;;0;0;0;{'1': []}
0;0;0;;;;;;0;0;0;{'1': []}
AP23266;AP23266;AP23266;;;3;;;3;0;0;{'1': [5064, 7177, 2466]}
AP21729;AP21729;AP21729;;;2;;;2;0;0;{'1': [5802]}
