codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP21189;AP21189;AP21189;;;4924;5468;;4174;7242;;920;1546;;2924;4168;;1204;2548;;14146;20972;0;35118;{'1': [4610, 5124, 6661, 7690, 6155, 9227, 9228, 11787, 14350, 11280, 3603, 10261, 6167, 1050, 9755, 11806, 7711, 4128, 11299, 6693, 10283, 10284, 6190, 6702, 9262, 13872, 8246, 9784, 9788, 1085, 10300, 11837, 4160, 10304, 13897, 11851, 5710, 7758, 14928, 11857, 4690, 7764, 5719, 2648, 8791, 7771, 7261, 9310, 10334, 11870, 3682, 6243, 7779, 5733, 4202, 4715, 9325, 7793, 11890, 14449, 3701, 5751, 6264, 7287, 11386, 12921, 3196, 5245, 5246, 8317, 12922, 12923, 12924, 12925, 12926, 12927, 14983, 8840, 14472, 6794, 13964, 3728, 13970, 1176, 13981, 8356, 9380, 6822, 14500, 3243, 8876, 13995, 4271, 8879, 7345, 6834, 4787, 8372, 6327, 9403, 6846, 9923, 9412, 6341, 11460, 11972, 14021, 6857, 2762, 14023, 14535, 9423, 9427, 8916, 2774, 9438, 11487, 4325, 6376, 2283, 7406, 8432, 7411, 6900, 11510, 8440, 6395, 7420, 8956, 4351, 6911, 7425, 6914, 11011, 11521, 4357, 7429, 14082, 5896, 5897, 2826, 7435, 6924, 4365, 7945, 9485, 12047, 6938, 7450, 11546, 5917, 3870, 5919, 10019, 2858, 9516, 11053, 6960, 12080, 10546, 10547, 6452, 10548, 10549, 10550, 10551, 10552, 10042, 10553, 10554, 10045, 10555, 10556, 10557, 6465, 6977, 10558, 10559, 10560, 10561, 6990, 10063, 13650, 11603, 4948, 13652, 14677, 14169, 6492, 8544, 8548, 9572, 9062, 10085, 2923, 6003, 12148, 11574, 6010, 4987, 7034, 13691, 13694, 2943, 14716, 3969, 14720, 8582, 8584, 13705, 11661, 7573, 9114, 5021, 7070, 10145, 7587, 7079, 7592, 11176, 426, 9643, 7086, 9135, 14258, 7095, 440, 443, 6077, 14274, 14790, 9672, 14134, 7114, 459, 2509, 9678, 463, 7120, 13775, 10194, 6615, 13790, 3041, 4067, 9187, 10212, 6118, 8679, 3055, 11249, 5620, 5109, 14652, 3066, 9724, 9213, 14847], '2': [2563, 5126, 6664, 2057, 4106, 7179, 11276, 13323, 9742, 527, 9744, 5649, 7186, 8212, 7189, 7701, 4120, 8728, 2586, 8733, 3102, 9246, 5152, 2598, 11304, 3115, 4142, 7215, 7216, 12848, 4659, 7731, 11316, 5686, 5687, 4152, 2617, 7734, 8249, 7228, 9270, 11320, 11325, 2625, 7748, 8261, 1606, 2631, 72, 7750, 8268, 12877, 2129, 13393, 1619, 4694, 87, 5206, 13399, 1627, 8283, 10851, 6244, 11364, 4198, 14948, 4716, 8301, 14444, 4720, 5233, 12402, 8307, 3700, 1143, 121, 1145, 1147, 1149, 6271, 10880, 10886, 6791, 2696, 13446, 14986, 14475, 3213, 143, 3727, 12433, 5267, 3732, 9877, 6806, 8857, 9881, 3228, 8861, 10911, 5794, 12450, 1190, 1192, 10921, 13995, 2220, 5804, 2225, 178, 6325, 12470, 14519, 9912, 1213, 2749, 1215, 10433, 14530, 12995, 1732, 4292, 10437, 5321, 12492, 12493, 4815, 4816, 5840, 6866, 7375, 10448, 1749, 7894, 5847, 5848, 2265, 3801, 5849, 6875, 7895, 6878, 8406, 10975, 4321, 2274, 6882, 3814, 4327, 6376, 3817, 2794, 1772, 8941, 239, 5360, 9970, 2291, 8444, 11007, 5888, 9474, 2307, 4868, 4871, 2824, 3854, 9487, 784, 785, 786, 3858, 4881, 9492, 14609, 2840, 1305, 5913, 2331, 5404, 6426, 10526, 1314, 5924, 2853, 9508, 10021, 10024, 298, 8491, 14636, 10030, 13614, 13615, 14644, 14133, 1849, 3897, 1851, 4411, 6461, 10748, 11065, 14657, 10562, 3908, 4932, 9028, 14151, 14154, 13643, 13647, 2901, 342, 9557, 10071, 13653, 4442, 4443, 12637, 2402, 10959, 4453, 2918, 7527, 2922, 4459, 14699, 7022, 12657, 13682, 6003, 1396, 5492, 377, 4473, 2940, 5506, 7044, 12676, 13702, 6023, 4488, 7049, 14730, 12685, 399, 5520, 9615, 11152, 5011, 14236, 11677, 11678, 11679, 6048, 2465, 5537, 2981, 4006, 2990, 5551, 10672, 1458, 2483, 8116, 14258, 3000, 5049, 7099, 4543, 8646, 7624, 5577, 5069, 7120, 10192, 4563, 8147, 9174, 1496, 9179, 11227, 13792, 3044, 1509, 12772, 11239, 1512, 9193, 490, 13802, 7151, 3057, 13814, 7672, 8700, 9213, 7166, 2047], '3': [7168, 5636, 14341, 2057, 5642, 4623, 9232, 14352, 14356, 6681, 2593, 550, 3067, 1608, 2634, 10827, 77, 10831, 9298, 14418, 1108, 14429, 10849, 14434, 14437, 102, 6760, 14455, 2691, 10883, 2183, 142, 12946, 6803, 9879, 10903, 6818, 2733, 10929, 6835, 10932, 6842, 2237, 10941, 11968, 5314, 7369, 7371, 10955, 14539, 2255, 3279, 1746, 2265, 14044, 10464, 14051, 1258, 4331, 14573, 5874, 14584, 7420, 5375, 6912, 9473, 11007, 8963, 14081, 264, 6924, 2323, 10522, 6942, 13086, 12072, 6441, 7977, 300, 2348, 2353, 8497, 312, 14137, 10560, 3907, 5466, 5477, 10601, 13677, 13678, 7031, 12153, 14203, 10625, 12168, 7052, 398, 1425, 402, 2962, 8081, 9106, 7575, 7070, 428, 14764, 3002, 2495, 14277, 454, 4043, 10706, 5079, 477, 2534, 14316, 14320, 10737, 3064, 1017, 6650, 7675, 6652], '4': [8705, 13315, 8199, 11789, 6161, 9233, 4634, 11802, 9249, 9250, 13350, 4136, 7208, 555, 8236, 3630, 7730, 2612, 13365, 8248, 8251, 3644, 14395, 13886, 11845, 14918, 7752, 9800, 11340, 2641, 8273, 9811, 14418, 7254, 7768, 11864, 6755, 11876, 14949, 4710, 13930, 619, 1645, 2670, 12910, 9329, 3702, 6262, 9848, 9337, 12407, 11901, 13951, 2697, 11913, 12428, 12941, 13452, 4753, 14995, 6804, 12948, 6296, 3740, 4770, 7844, 2729, 1706, 3241, 6825, 3759, 9903, 3762, 9908, 12469, 6843, 9403, 6847, 6338, 11975, 7880, 2765, 14546, 14037, 7894, 9943, 14042, 13532, 8414, 8415, 8926, 12518, 12007, 12520, 9454, 12014, 7413, 13558, 2300, 7934, 7429, 2314, 8972, 787, 2325, 7957, 6426, 9499, 12576, 5921, 9508, 2341, 2342, 4390, 7980, 6448, 4402, 4403, 9522, 11064, 14650, 7996, 11584, 13632, 5442, 12621, 13135, 6993, 4435, 6488, 5981, 6494, 355, 14700, 365, 5999, 14197, 9594, 4475, 6524, 8064, 12675, 13189, 4486, 12169, 5520, 14328, 2970, 5532, 8092, 14236, 14752, 9634, 13731, 2981, 8105, 14764, 7088, 4531, 4532, 13237, 6074, 11707, 8125, 12738, 5573, 12742, 4556, 10191, 14804, 13785, 14809, 8158, 13795, 7653, 14311, 12265, 6635, 3567, 5104, 5105, 9712, 11763, 3572, 13301, 7670, 7672, 10238], '5': [2560, 4620, 1549, 2067, 5139, 2071, 2075, 5150, 4640, 38, 1575, 565, 1593, 4666, 61, 1609, 85, 4693, 4191, 1633, 616, 4200, 130, 643, 1667, 1676, 146, 659, 1176, 4256, 1185, 2725, 1193, 3243, 2220, 173, 2229, 2236, 706, 3779, 1742, 3790, 2258, 1236, 2774, 4311, 1753, 3810, 3816, 4848, 3829, 1271, 2296, 2809, 1785, 2811, 268, 3868, 4394, 308, 1849, 1854, 320, 1865, 4426, 1874, 2394, 865, 356, 4965, 1900, 4975, 1396, 2936, 380, 1424, 408, 921, 1944, 3481, 4517, 2983, 3496, 4520, 2480, 4528, 437, 2998, 4038, 991, 2534, 5101, 2554, 4092]}
AP21206;AP21206;AP21206;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21227;AP21227;AP21227;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21229;AP21229;AP21229;;;605;71;;727;30;;670;415;;740;371;;255;360;;2997;1247;0;4244;{'1': [2432, 7361, 12288, 12289, 5029, 7045, 7144, 6218, 7946, 7007, 14207, 2168, 11002, 5247], '2': [11680, 10337, 11681, 9006, 13298, 787, 788, 5941, 13299, 7896, 4698, 13084, 5214], '3': [14738, 1557, 9880, 9881, 9882, 931, 1576, 681, 8509, 3266, 8522, 2894, 7510, 9434, 8553, 3692, 10605, 11373, 13679, 2814], '4': [3841, 3843, 7171, 778, 6801, 14229, 12566, 3369, 6960, 8245, 4156, 12364, 14028, 11861, 12642, 3427, 1765, 2026, 8045, 6383, 5106, 8178, 10482, 6009], '5': [1888, 1319, 4167, 5128, 4588, 4908, 1711, 4592, 2133, 2904, 5052, 2877]}
AP21237;AP21237;AP21237;;;14;;;30;;;32;11;;44;13;;4;;;124;24;0;148;{'1': [2880, 5249, 5248, 12290, 12928, 8491, 4815, 2555], '2': [9605, 4361, 6541, 13076, 789, 790, 791, 6168, 11682, 8997, 5286, 9139, 12985, 11066, 3406, 3407, 3408, 5970, 5982, 14953], '3': [5250, 133, 8967, 9351, 14599, 3214, 4750, 3601, 12177, 9883, 11560, 4913, 12346, 6081, 3011, 1230, 2139, 3422, 8544, 4065, 5739, 2421, 7287, 3838], '4': [4611, 4747, 2958, 6420, 1571, 14116, 166, 564, 7864, 6073, 324, 14922, 13008, 12501, 9432, 14303, 1633, 12257, 7913, 5107, 10483], '5': [1505, 3962, 139, 1422]}
AP21238;AP21238;AP21238;;;1117;135;;652;30;;1064;66;;670;220;;315;;;3818;451;0;4269;{'1': [4481, 6273, 11650, 3844, 4101, 12929, 12930, 5768, 12931, 13816, 2827, 7947, 4878, 9232, 5778, 2195, 11795, 5013, 6421, 7575, 3097, 13849, 2208, 6561, 3748, 14884, 1199, 13746, 2741, 9536, 6468, 14973, 9299, 11353, 5855, 14561, 12135, 4457, 8811, 7153, 4084, 6392, 4986, 9595, 3453], '2': [7191, 792, 793, 30, 5792, 11683, 11684, 304, 179, 8251, 13757, 3409, 3410, 3411, 3412, 3413, 86, 3415, 3414, 3161, 6355, 7897, 8789, 4829, 12509, 7136, 10216, 2285, 1919], '3': [4737, 6914, 7427, 10628, 13188, 5516, 6926, 14609, 13204, 5269, 4379, 2460, 5660, 2462, 158, 7199, 9884, 9885, 6647, 9886, 9887, 14374, 10922, 12587, 12204, 14380, 2483, 5814, 441, 4283, 14269, 11072, 1093, 197, 5959, 14279, 7113, 14537, 14287, 4816, 2642, 7128, 6748, 6749, 1630, 2271, 7648, 4322, 14314, 880, 3185, 4336, 5618, 7157, 6902, 5495, 2424, 14581, 14463], '4': [14720, 2306, 11522, 12546, 9228, 8718, 5775, 5778, 6803, 11668, 13074, 2843, 3485, 2721, 2722, 6434, 7331, 1445, 11427, 4649, 11439, 6577, 11441, 11442, 4533, 13369, 6462, 6463, 11329, 2498, 1099, 4428, 9425, 2388, 3548, 14556, 3555, 8695, 1382, 5482, 3823, 4463, 5487, 5622, 4599, 7926, 2427, 9596, 5758], '5': [3841, 2756, 967, 1898, 175, 4240, 3192, 3837]}
AP24085;AP24085;AP24085;;;1725;480;;2235;810;;1950;873;;900;715;;580;390;;7390;3268;0;10658;{'1': [5250, 5251, 5252, 5253, 4998, 12291, 12292, 12293, 12294, 12295, 4876, 7948, 10253, 12296, 12297, 12298, 12299, 12300, 1812, 12301, 12302, 6173, 11293, 2083, 9893, 8615, 1579, 4269, 2095, 12082, 8371, 1460, 9269, 566, 14516, 11579, 3390, 10562, 10563, 7108, 14914, 12107, 6862, 3280, 2641, 4947, 1880, 9432, 11866, 14425, 5085, 6366, 8797, 9059, 7272, 875, 9579, 4983, 10233, 3324], '2': [14852, 8199, 1544, 5641, 2186, 2955, 6796, 7053, 13324, 6676, 8598, 2328, 4765, 5789, 2207, 9758, 8097, 10019, 11685, 11686, 11687, 11688, 2601, 1578, 3755, 5163, 11689, 7726, 11690, 11691, 9905, 11692, 563, 2611, 10933, 11693, 11694, 5688, 5689, 6589, 13631, 9029, 7496, 9800, 14920, 6605, 9038, 2898, 2259, 10579, 5974, 5079, 10326, 11695, 2394, 7898, 4062, 1121, 5093, 615, 2412, 14060, 7534, 8308, 3829], '3': [12417, 1155, 1540, 5127, 3467, 9101, 3730, 1173, 408, 4766, 9888, 9121, 163, 14504, 5161, 5162, 11817, 1969, 1586, 8113, 5044, 13368, 12601, 9277, 8513, 67, 1603, 1860, 9411, 9416, 11464, 12616, 2763, 1356, 3408, 3536, 7382, 11864, 14171, 7900, 5598, 12154, 9184, 8417, 11618, 12896, 13283, 358, 3686, 5607, 8314, 11755, 5744, 7025, 11633, 14065, 14965, 502, 4602], '4': [13057, 3979, 14093, 1680, 9106, 14613, 7961, 1692, 10018, 7459, 1828, 4134, 14886, 12714, 6443, 8107, 10155, 47, 2351, 4911, 1842, 11443, 8759, 3640, 7738, 4411, 1599, 4287, 4543, 1862, 2887, 72, 14536, 6092, 9297, 1113, 5721, 5725, 4192, 1505, 8935, 2027, 13551, 4336, 887, 2555, 13055], '5': [4484, 2831, 5014, 2975, 4778, 428, 1334, 4280, 4795, 1214, 1861, 1485, 1999, 2010, 3675, 1884, 352, 2789, 3813, 1514, 2169, 1532, 127]}
AP21251;AP21251;AP21251;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21253;AP21253;AP21253;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21256;AP21256;AP21256;;;30;2;;8;6;;23;3;;13;3;;5;2;;79;16;0;95;{'1': [4738, 3332, 14341, 9736, 3598, 8598, 14752, 1318, 9257, 1589, 7225, 13627, 5823, 2881, 4816, 7768, 9185, 9186, 4721, 502, 8822, 2554], '2': [1284, 14439, 587, 3790, 14546, 4820, 2645, 5526, 5434, 1308, 5886, 159], '3': [8325, 9222, 11273, 3856, 409, 11555, 10660, 7722, 7096, 9278, 574, 12607, 322, 8770, 4680, 12617, 5072, 14289, 1106, 6740, 11486, 4707, 2278, 4971, 11119, 13424, 10866], '4': [740, 1543, 5737, 1418, 10064, 12208, 8151, 7955, 12531, 1622, 6230, 7836, 1246], '5': [962, 2852, 1285, 1395, 3253]}
AP21255;AP21255;AP21255;;;34;;;62;2;;28;;;46;1;;23;;;193;3;0;196;{'1': [12932, 5254, 5255, 14854, 7949, 13711, 3344, 3740, 8732, 3364, 1070, 9777, 6579, 2236, 12096, 10564, 8262, 11723, 1113, 13916, 3550, 9952, 3681, 9700, 6503, 11761, 1267], '2': [13953, 11011, 13827, 5768, 12681, 6938, 5403, 414, 5791, 2080, 14112, 1446, 7336, 2603, 11696, 11697, 11698, 11699, 11700, 13361, 6839, 7479, 14650, 13244, 13885, 62, 6861, 8782, 2001, 9426, 3416, 7899, 9950, 9057, 3939, 14958, 7409, 3186, 3187, 2040, 14970, 1789, 8830], '3': [10496, 6913, 5769, 650, 4755, 2331, 4764, 6172, 9889, 6820, 2728, 4648, 5291, 1326, 4270, 2872, 5305, 10689, 4548, 5700, 5332, 5592, 7644, 10846, 4321, 1506, 2658, 12258, 14440, 14318, 13680, 13681, 13682, 6771, 2548, 2165, 10484, 3191, 3708, 639], '4': [1664, 5889, 9605, 10126, 14483, 13591, 4121, 8218, 14745, 10142, 14240, 2466, 7462, 11946, 45, 5679, 11440, 6840, 8252, 13756, 958, 6719, 11457, 14791, 8264, 6345, 202, 14676, 13269, 9430, 9436, 9182, 992, 9185, 2028, 2029, 241, 3698, 5108, 6132, 6137, 8700], '5': [2753, 2498, 4321, 5252, 1509, 1414, 2091, 3756, 4621, 559, 399, 4239, 3795, 3765, 3958, 1082]}
AP21258;AP21258;AP21258;;;6;2;;3;;;5;1;;7;;;4;1;;25;4;0;29;{'1': [4312, 8713, 6746, 5256], '2': [7289, 14663, 2951], '3': [8616, 1385, 10636, 14284, 4464, 7027, 11220, 472, 1881, 14172], '4': [2430, 7140, 4, 2854, 13509, 11696, 14321, 11994, 5598], '5': [1712, 3403, 1772, 2215]}
AP21262;AP21262;AP21262;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21263;AP21263;AP21263;;;150;;;90;184;;148;112;;292;44;;168;;;848;340;0;1188;{'1': [4387, 9286], '2': [6946, 6197, 5278], '3': [9890, 11792, 1010, 1717, 12213], '4': [6433, 6373, 12330, 14956, 5613, 12111, 2644, 6299], '5': [2290]}
AP21267;AP21267;AP21267;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21264;AP21264;AP21264;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21268;AP21268;AP21268;;;;;;56;;;;;;;;;;;;56;0;0;56;{'1': [], '2': [8944], '3': [], '4': [], '5': []}
AP21269;AP21269;AP21269;;;54;2;;31;;;20;;;59;;;11;;;175;2;0;177;{'1': [13700, 12934, 12935, 5258, 7950, 11154, 14234, 9506, 2603, 1583, 3375, 14513, 14643, 2118, 2886, 970, 1616, 14550, 4568, 13659, 1887, 3686, 4071, 749, 3438, 6130, 1400, 4218], '2': [1416, 5513, 11156, 794, 2596, 1702, 1959, 11701, 11702, 11703, 11201, 11202, 10830, 11089, 10965, 9308, 2144, 3041, 13162, 12395, 494, 3185, 1150, 1151], '3': [11360, 9892, 8581, 9893, 9894, 12874, 3883, 3919, 336, 1519, 3314, 4688, 13684, 13685, 14973], '4': [641, 13442, 6666, 7309, 3727, 11805, 7582, 13085, 10488, 10273, 14244, 14505, 9389, 9520, 9015, 11065, 7104, 12097, 3028, 7514, 13402, 14427, 738, 8418, 742, 7654, 13032, 107, 6763, 2030, 3186, 4595, 8180, 12276, 5111, 5112, 2939, 9598], '5': [4482, 163, 5257, 203, 2317, 3376, 3984, 4439, 505, 3995]}
AP21270;AP21270;AP21270;;;301;1;;288;13;;278;3;;252;;;80;4;;1199;21;0;1220;{'1': [3075, 9734, 1031, 8712, 4111, 12305, 1042, 12306, 12307, 1557, 12308, 7703, 3096, 4633, 12309, 12310, 11809, 13859, 2084, 11305, 4653, 11824, 11408, 3639, 5691, 3653, 7242, 12939, 3151, 12940, 6742, 9814, 12941, 12942, 12943, 1121, 1122, 14435, 4709, 8805, 1639, 12944, 12945, 7279, 8304, 3697, 12946, 8819, 4212, 12947, 12948, 11388, 12949, 1670, 3719, 12936, 12937, 12938, 5259, 1676, 5260, 5261, 5262, 5263, 5264, 5265, 5267, 5268, 5266, 5269, 5270, 7314, 153, 154, 155, 156, 8345, 9368, 12950, 6816, 12952, 12953, 12954, 12955, 12956, 12957, 12958, 12959, 12960, 12961, 12962, 12963, 12964, 11951, 2224, 6322, 12951, 4280, 8890, 7365, 4809, 3274, 7376, 4305, 8921, 4826, 732, 11486, 8933, 6891, 3320, 4349, 1789, 11005, 11517, 4353, 13570, 14592, 8452, 13574, 11528, 7951, 7952, 7953, 7954, 10002, 3348, 6933, 4380, 8477, 9504, 1315, 5927, 14631, 2857, 10034, 14135, 9021, 6463, 11583, 3398, 10566, 10567, 6985, 842, 10568, 7500, 10569, 10570, 13639, 4950, 8537, 9052, 2911, 1894, 11628, 9069, 4475, 10125, 6042, 11163, 4510, 5023, 11166, 10148, 1457, 6075, 13755, 1981, 9662, 2495, 11717, 14278, 10185, 3534, 7632, 3574, 2043], '2': [14850, 8198, 8713, 10249, 4109, 529, 11289, 1563, 7712, 557, 1587, 565, 13369, 6715, 2621, 4672, 8774, 13754, 6226, 5203, 4183, 4187, 6747, 3677, 10844, 13413, 7783, 13928, 2154, 9322, 7791, 2673, 6257, 7281, 8822, 10365, 4224, 13952, 3206, 7303, 8840, 10376, 5259, 5771, 6795, 9359, 8337, 14481, 149, 5269, 4761, 2718, 10407, 4777, 2234, 9501, 6335, 9407, 12991, 9924, 5318, 2760, 7373, 7900, 7901, 7902, 4831, 4337, 1778, 4851, 14067, 14581, 3831, 13047, 2813, 14590, 4866, 8962, 12548, 13062, 1804, 11021, 270, 8463, 4885, 12566, 3867, 795, 796, 797, 798, 800, 801, 802, 799, 4382, 4897, 1830, 8998, 12578, 10540, 13100, 8495, 6453, 4927, 11081, 7498, 6477, 2384, 3928, 7512, 3420, 3421, 3422, 3423, 3424, 3425, 3426, 3427, 3428, 3429, 3430, 3431, 3941, 7526, 9573, 10595, 14187, 14692, 14702, 2415, 4979, 10615, 5499, 2953, 2451, 12699, 6044, 9629, 9120, 8609, 8611, 5029, 10664, 6569, 1450, 6571, 1964, 7597, 2479, 13746, 11704, 9657, 11193, 443, 11705, 11706, 11707, 7615, 11708, 11709, 11710, 2499, 11711, 5061, 11712, 11713, 11714, 11715, 11716, 11717, 11718, 13784, 5081, 4570, 6618, 1500, 14304, 9698, 8163, 4582, 6630, 10215, 8174, 13296, 5107, 8702], '3': [11266, 3080, 1552, 1043, 14869, 1564, 6174, 6175, 6176, 33, 6177, 6178, 13342, 5163, 5164, 5165, 14897, 8246, 1600, 13377, 8260, 13382, 3152, 3666, 7252, 4183, 2140, 4724, 1656, 136, 1672, 8331, 1165, 8337, 4247, 9895, 1704, 7848, 8362, 9896, 9897, 9898, 9899, 9391, 9900, 9901, 9902, 9903, 4276, 9904, 9905, 9906, 9907, 9908, 4282, 9909, 9910, 9911, 9912, 9913, 9914, 9915, 12990, 1219, 714, 7883, 1238, 12503, 4314, 12003, 7909, 3818, 9462, 771, 1283, 5383, 779, 9498, 1821, 12575, 7457, 6442, 11051, 1328, 823, 7992, 4429, 12109, 1878, 9048, 14686, 8033, 9065, 3955, 4980, 13686, 13687, 13688, 13689, 3450, 13690, 13691, 13692, 6014, 12159, 13693, 13694, 13695, 13696, 13697, 13189, 13698, 8075, 9102, 12686, 14740, 6041, 9631, 8098, 5035, 5045, 439, 4028, 446, 12735, 11200, 6082, 11715, 5578, 8656, 4562, 471, 5596, 8668, 3056, 4594, 11250, 5620, 14840, 5629], '4': [5120, 5121, 5122, 5123, 3588, 5124, 5125, 5126, 5127, 13321, 13825, 1020, 525, 9238, 6181, 4650, 4141, 13885, 4162, 1091, 13895, 4681, 77, 3150, 12366, 4193, 11882, 13428, 4224, 1154, 7306, 14996, 3221, 4246, 4263, 3753, 170, 7857, 7348, 3254, 7355, 1217, 6346, 13519, 8419, 8420, 8421, 230, 8422, 8423, 8424, 8425, 8426, 8427, 8428, 8429, 8430, 8431, 8432, 8433, 13552, 4856, 10489, 10490, 10491, 10492, 10493, 10494, 10495, 10496, 10497, 10498, 1283, 10499, 10500, 12544, 13075, 4884, 12055, 13082, 7965, 7460, 4912, 2865, 7477, 11066, 11067, 3388, 11068, 11069, 11070, 11071, 11072, 11073, 11074, 11075, 11076, 11077, 13120, 6478, 2897, 12115, 12281, 5983, 7535, 372, 376, 2951, 9612, 3471, 6032, 7060, 3477, 1432, 2971, 12199, 14250, 7085, 433, 948, 13753, 6079, 12735, 6597, 3531, 7124, 471, 986, 4058, 3551, 9191, 14316, 13806, 2031, 2032, 2033, 5113, 5114, 5115, 5116, 5117, 5118, 5119], '5': [2176, 3840, 4737, 2438, 3595, 3468, 2445, 3979, 4374, 5145, 1050, 3484, 285, 3872, 1057, 2597, 2598, 2599, 4903, 939, 3499, 4779, 2352, 3377, 4533, 3638, 2752, 964, 1093, 2505, 3917, 335, 3923, 212, 4564, 731, 5089, 2402, 3043, 4707, 5217, 3943, 1256, 4329, 2541, 2925, 3183, 3950, 4721, 2802, 1907, 5112]}
AP21271;AP21271;AP21271;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21272;AP21272;AP21272;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21279;AP21279;AP21279;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21277;AP21277;AP21277;;;1;;;8;;;;;;2;;;;;;11;0;0;11;{'1': [5868], '2': [3973, 4005, 2665, 3978, 5485, 10062, 3986, 3994], '3': [10632, 14085, 7126], '4': [11562, 4339, 8852, 10484], '5': []}
AP21282;AP21282;AP21282;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21281;AP21281;AP21281;;;8;;;4;;;3;;;6;;;;;;21;0;0;21;{'1': [7136, 10565, 12933, 5257, 12303, 4369, 3186, 152], '2': [10787, 3417, 2595, 2556], '3': [9891, 3973, 10987, 10708, 2390, 10552, 6173], '4': [5888, 8416, 2786, 8417, 2788, 11685, 2567, 2376, 14663, 1709, 5109, 2806, 10485, 10486], '5': []}
AP21280;AP21280;AP21280;;;;;;2;;;;;;;;;;;;2;0;0;2;{'1': [], '2': [441, 6132], '3': [6780, 14423], '4': [2826, 11654, 5687], '5': []}
AP21286;AP21286;AP21286;;;8;;;9;;;8;1;;4;1;;4;;;33;2;0;35;{'1': [10146, 14182, 3472, 12304, 10322, 14939, 7547, 8605], '2': [9571, 6757, 3418, 3154, 14261, 12822, 5690, 3419, 12957], '3': [8768, 13186, 14501, 1320, 14696, 8780, 6034, 13683, 12188, 7645], '4': [4230, 759, 5110, 10487, 7931], '5': [3992, 737, 3956, 101]}
AP21328;AP21328;AP21328;;;1290;300;;1440;720;;960;480;;870;360;;210;150;;4770;2010;0;6780;{'1': [775, 781, 8723, 4756, 4118, 5271, 5272, 12311, 12312, 11675, 12313, 8351, 14114, 12965, 13867, 10162, 4023, 1848, 825, 5692, 4028, 10053, 3786, 6986, 11727, 601, 10218, 8307, 8569, 6783], '2': [1783, 11150, 13713, 1786, 8347, 9888, 6689, 4386, 14504, 170, 6060, 5810, 7603, 2100, 2612, 8246, 3319, 4028, 4795, 14524, 1346, 11719, 584, 11208, 11720, 11721, 11722, 11723, 7118, 7758, 11724, 13526, 7255, 8292, 3179, 8684, 13165, 14574, 1138, 1139, 9846, 5623, 2936, 3706, 1407], '3': [11906, 13699, 14855, 5517, 1430, 3992, 670, 5417, 12589, 11695, 8763, 9916, 9917, 9918, 4419, 11340, 3662, 7251, 8923, 8411, 14430, 4831, 8292, 2021, 5870, 12149, 14967, 12024, 3580, 9470], '4': [6019, 10501, 12167, 5128, 6922, 8216, 5914, 4646, 9517, 6703, 7607, 4157, 9279, 1345, 8257, 3536, 13394, 11863, 1497, 2906, 3299, 1253, 2919, 8170, 7921, 2034, 124], '5': [2276, 426, 3146, 2796, 4301, 3470, 5079, 2302]}
