codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;total_entregado_total;total_entregado_parcial;total_pendiente;matched_rows_per_source
AP20519;AP20519;AP20519;;;304;;;304;0;0;{'1': [2561, 3, 515, 2052, 3592, 12, 3596, 1038, 2574, 2578, 1043, 1054, 1569, 1570, 547, 548, 2081, 550, 2087, 1577, 1066, 1067, 1578, 48, 1072, 50, 563, 1590, 2106, 2619, 2112, 579, 72, 3657, 79, 1621, 2137, 1121, 612, 3183, 1136, 1650, 1139, 630, 1655, 1150, 3711, 2177, 1154, 131, 1155, 1668, 3201, 3204, 3206, 3209, 3717, 3718, 1676, 3720, 1678, 2191, 1168, 3223, 3742, 3241, 1706, 688, 1200, 2754, 3266, 2248, 1225, 2250, 1228, 2765, 2768, 721, 1747, 729, 2267, 2780, 1245, 1246, 2271, 2783, 1249, 3810, 1253, 3813, 3816, 750, 3310, 753, 243, 1272, 2808, 765, 2303, 3330, 771, 1816, 282, 1819, 2330, 3875, 1833, 1837, 302, 305, 1333, 311, 1847, 1339, 828, 830, 3902, 3903, 321, 1349, 840, 2384, 339, 1367, 857, 3418, 2397, 863, 1375, 2400, 1891, 1893, 2919, 3434, 3436, 3952, 374, 889, 1401, 2425, 1405, 383, 386, 899, 3970, 903, 2957, 3982, 1425, 1937, 1433, 1435, 3999, 929, 2977, 2978, 933, 2982, 936, 2984, 2991, 2482, 435, 1462, 439, 2492, 1469, 2496, 449, 4033, 965, 966, 2503, 2504, 3015, 3017, 972, 3024, 1493, 2525, 2014, 1507, 1509, 2536, 3561, 2028, 3573, 3575, 1016, 510]}
AP22779;AP22779;AP22779;;;;;;0;0;0;{'1': []}
AP22305;AP22305;AP22305;;;;;;0;0;0;{'1': []}
AP21492;AP21492;AP21492;;;;;;0;0;0;{'1': []}
AP21746;AP21746;AP21746;;;;;;0;0;0;{'1': []}
AP23449;AP23449;AP23449;;;;;;0;0;0;{'1': []}
AP23223;AP23223;AP23223;;;;;;0;0;0;{'1': []}
AP20872;AP20872;AP20872;;;;;;0;0;0;{'1': []}
AP22052;AP22052;AP22052;;;;;;0;0;0;{'1': []}
AP23103;AP23103;AP23103;;;;;;0;0;0;{'1': []}
AP23093;AP23093;AP23093;;;7;;;7;0;0;{'1': [3465, 3035]}
AP21748;AP21748;AP21748;;;1;;;1;0;0;{'1': [1109]}
AP23095;AP23095;AP23095;;;;;;0;0;0;{'1': []}
AP21747;AP21747;AP21747;;;;;;0;0;0;{'1': []}
AP22483;AP22483;AP22483;;;;;;0;0;0;{'1': []}
AP20311;AP20311;AP20311;;;;;;0;0;0;{'1': []}
AP20808;AP20808;AP20808;;;;;;0;0;0;{'1': []}
AP20007;AP20007;AP20007;;;;;;0;0;0;{'1': []}
AP21824;AP21824;AP21824;;;;;;0;0;0;{'1': []}
AP21938;AP21938;AP21938;;;;;;0;0;0;{'1': []}
AP21825;AP21825;AP21825;;;;;;0;0;0;{'1': []}
AP21006;AP21006;AP21006;;;;;;0;0;0;{'1': []}
AP20720;AP20720;AP20720;;;;;;0;0;0;{'1': []}
AP20717;AP20717;AP20717;;;25;;;25;0;0;{'1': [3589, 2450, 536, 2202, 3612, 3363, 4008, 3369, 1707, 1721, 1466, 1211, 64, 1472, 2247, 2376, 2887, 3911, 2891, 1484, 2000, 1491, 2261, 860, 2547, 376, 1790]}
AP20722;AP20722;AP20722;;;;;;0;0;0;{'1': []}
AP20719;AP20719;AP20719;;;;;;0;0;0;{'1': []}
AP20549;AP20549;AP20549;;;6;;;6;0;0;{'1': [3146, 3595, 1684, 1436, 1724]}
AP24408;AP24408;AP24408;;;;;;0;0;0;{'1': []}
AP21832;AP21832;AP21832;;;3;;;3;0;0;{'1': [234, 493, 1239]}
AP23959;AP23959;AP23959;;;5;;;5;0;0;{'1': [3650, 3906, 3205, 3544, 2300]}
AP23736;AP23736;AP23736;;;;;;0;0;0;{'1': []}
AP21946;AP21946;AP21946;;;;;;0;0;0;{'1': []}
AP22897;AP22897;AP22897;;;1;;;1;0;0;{'1': [523]}
AP22521;AP22521;AP22521;;;14;;;14;0;0;{'1': [3264, 1314, 2019, 4066, 1061, 1065, 2666, 4079, 1874, 1430, 2678, 346, 2207]}
AP20995;AP20995;AP20995;;;;;;0;0;0;{'1': []}
AP22492;AP22492;AP22492;;;1;;;1;0;0;{'1': [3059]}
AP21817;AP21817;AP21817;;;;;;0;0;0;{'1': []}
AP21818;AP21818;AP21818;;;;;;0;0;0;{'1': []}
AP21820;AP21820;AP21820;;;;;;0;0;0;{'1': []}
AP22815;AP22815;AP22815;;;;;;0;0;0;{'1': []}
AP20533;AP20533;AP20533;;;;;;0;0;0;{'1': []}
AP23633;AP23633;AP23633;;;26;;;26;0;0;{'1': [129, 2948, 2950, 3083, 910, 143, 2209, 2466, 2851, 2980, 2215, 1840, 2740, 3124, 3775, 1620, 2519, 1241, 985, 2907, 2288, 1784, 634, 2175]}
AP21945;AP21945;AP21945;;;;;;0;0;0;{'1': []}
AP21426;AP21426;AP21426;;;;;;0;0;0;{'1': []}
AP23581;AP23581;AP23581;;;;;;0;0;0;{'1': []}
AP20684;AP20684;AP20684;;;;;;0;0;0;{'1': []}
AP23584;AP23584;AP23584;;;;;;0;0;0;{'1': []}
AP24531;AP24531;AP24531;;;16;;;16;0;0;{'1': [128, 389, 3498, 75, 491]}
AP22356;AP22356;AP22356;;;;;;0;0;0;{'1': []}
AP23933;AP23933;AP23933;;;;;;0;0;0;{'1': []}
AP20646;AP20646;AP20646;;;;;;0;0;0;{'1': []}
AP24182;AP24182;AP24182;;;;;;0;0;0;{'1': []}
AP21708;AP21708;AP21708;;;;;;0;0;0;{'1': []}
AP24163;AP24163;AP24163;;;;;;0;0;0;{'1': []}
AP21807;AP21807;AP21807;;;;;;0;0;0;{'1': []}
AP22901;AP22901;AP22901;;;;;;0;0;0;{'1': []}
AP23293;AP23293;AP23293;;;;;;0;0;0;{'1': []}
AP22770;AP22770;AP22770;;;;;;0;0;0;{'1': []}
AP24345;AP24345;AP24345;;;;;;0;0;0;{'1': []}
AP22306;AP22306;AP22306;;;;;;0;0;0;{'1': []}
AP21929;AP21929;AP21929;;;;;;0;0;0;{'1': []}
AP24034;AP24034;AP24034;;;;;;0;0;0;{'1': []}
AP21930;AP21930;AP21930;;;;;;0;0;0;{'1': []}
AP20222;AP20222;AP20222;;;1;;;1;0;0;{'1': [2724, 3358]}
AP23450;AP23450;AP23450;;;2240;;;2240;0;0;{'1': [2440, 1806, 2084, 2852, 2880, 1608, 202, 1357, 3407, 2640, 489, 490, 239, 240, 241, 370, 2159, 2675, 123, 124]}
AP20131;AP20131;AP20131;;;;;;0;0;0;{'1': []}
AP21166;AP21166;AP21166;;;3;;;3;0;0;{'1': [508]}
AP24354;AP24354;AP24354;;;177;;;177;0;0;{'1': [32, 1057, 1059, 2086, 3121, 2099, 3127, 1597, 2122, 3148, 1101, 1110, 1622, 2654, 97, 1633, 2657, 3687, 2664, 105, 1129, 1131, 2156, 2667, 2674, 2679, 632, 636, 1673, 142, 1679, 1685, 1694, 1696, 2208, 684, 1227, 2257, 1259, 1267, 1273, 1274, 1275, 251, 2306, 1304, 2328, 3357, 286, 289, 2857, 2868, 3391, 832, 3393, 322, 1348, 1863, 1866, 1867, 851, 852, 2900, 2394, 2396, 357, 2408, 363, 890, 1406, 904, 907, 1426, 3992, 1952, 1443, 1444, 1451, 433, 1458, 2481, 3505, 3516, 957, 2505, 973, 1494, 473, 991, 2534, 498, 507]}
AP20204;AP20204;AP20204;;;;;;0;0;0;{'1': []}
AP20873;AP20873;AP20873;;;1;;;1;0;0;{'1': [3930]}
AP20134;AP20134;AP20134;;;;;;0;0;0;{'1': []}
AP20691;AP20691;AP20691;;;;;;0;0;0;{'1': []}
AP20863;AP20863;AP20863;;;;;;0;0;0;{'1': []}
AP24187;AP24187;AP24187;;;;;;0;0;0;{'1': []}
AP23094;AP23094;AP23094;;;2;;;2;0;0;{'1': [2755, 21]}
AP20307;AP20307;AP20307;;;;;;0;0;0;{'1': []}
AP23092;AP23092;AP23092;;;;;;0;0;0;{'1': []}
AP21425;AP21425;AP21425;;;;;;0;0;0;{'1': []}
AP24357;AP24357;AP24357;;;;;;0;0;0;{'1': []}
AP21303;AP21303;AP21303;;;;;;0;0;0;{'1': []}
AP21079;AP21079;AP21079;;;;;;0;0;0;{'1': []}
AP21001;AP21001;AP21001;;;5;;;5;0;0;{'1': [347, 3797, 1145, 3867, 3263]}
AP21080;AP21080;AP21080;;;;;;0;0;0;{'1': []}
AP24431;AP24431;AP24431;;;;;;0;0;0;{'1': []}
AP22392;AP22392;AP22392;;;;;;0;0;0;{'1': []}
AP22575;AP22575;AP22575;;;;;;0;0;0;{'1': []}
AP20209;AP20209;AP20209;;;;;;0;0;0;{'1': [3390]}
AP20210;AP20210;AP20210;;;;;;0;0;0;{'1': [1993]}
AP21043;AP21043;AP21043;;;;;;0;0;0;{'1': []}
AP20396;AP20396;AP20396;;;;;;0;0;0;{'1': []}
AP21390;AP21390;AP21390;;;;;;0;0;0;{'1': []}
AP22462;AP22462;AP22462;;;;;;0;0;0;{'1': []}
AP23199;AP23199;AP23199;;;;;;0;0;0;{'1': []}
AP20593;AP20593;AP20593;;;;;;0;0;0;{'1': []}
AP22515;AP22515;AP22515;;;;;;0;0;0;{'1': [2890]}
AP22468;AP22468;AP22468;;;;;;0;0;0;{'1': []}
100449;100449;100449;;;;;;0;0;0;{'1': []}
AP23896;AP23896;AP23896;;;30;;;30;0;0;{'1': [2049]}
528498;528498;528498;;;;;;0;0;0;{'1': []}
AP21763;AP21763;AP21763;;;;;;0;0;0;{'1': []}
AP24252;AP24252;AP24252;;;;;;0;0;0;{'1': []}
AP20723;AP20723;AP20723;;;;;;0;0;0;{'1': []}
AP22968;AP22968;AP22968;;;;;;0;0;0;{'1': []}
N01BB0131C03;N01BB0131C03;N01BB0131C03;;;;;;0;0;0;{'1': []}
AP23001;AP23001;AP23001;;;;;;0;0;0;{'1': [2452]}
403209;403209;403209;;;;;;0;0;0;{'1': []}
AP22430;AP22430;AP22430;;;;;;0;0;0;{'1': []}
AP20264;AP20264;AP20264;;;60;;;60;0;0;{'1': [3901]}
AP22720;AP22720;AP22720;;;;;;0;0;0;{'1': []}
AP22436;AP22436;AP22436;;;910;;;910;0;0;{'1': [258, 2691, 2565, 2695, 2951, 3593, 394, 1805, 2702, 2449, 2961, 3348, 2850, 1445, 2856, 1450, 3754, 1964, 2861, 3755, 2351, 1968, 2993, 3123, 3511, 3257, 3132, 1343, 1600, 2624, 2498, 3138, 3395, 3909, 2886, 2634, 2508, 2895, 2008, 2650, 356, 484, 2276, 1769, 2921, 2544, 2041, 639]}
AP22445;AP22445;AP22445;;;;;;0;0;0;{'1': []}
AP20444;AP20444;AP20444;;;;;;0;0;0;{'1': []}
AP22442;AP22442;AP22442;;;1;;;1;0;0;{'1': [3049]}
AP23306;AP23306;AP23306;;;150;;;150;0;0;{'1': [1944, 1921]}
AP20837;AP20837;AP20837;;;;;;0;0;0;{'1': []}
AP20838;AP20838;AP20838;;;;;;0;0;0;{'1': []}
AP22737;AP22737;AP22737;;;;;;0;0;0;{'1': []}
AP22738;AP22738;AP22738;;;7;;;7;0;0;{'1': [3000, 1881, 2924, 2918]}
AP22026;AP22026;AP22026;;;60;;;60;0;0;{'1': [2718]}
AP20685;AP20685;AP20685;;;;;;0;0;0;{'1': []}
N02AA0331C01;N02AA0331C01;N02AA0331C01;;;;;;0;0;0;{'1': []}
AP24185;AP24185;AP24185;;;;;;0;0;0;{'1': []}
AP22530;AP22530;AP22530;;;;;;0;0;0;{'1': []}
AP22941;AP22941;AP22941;;;;;;0;0;0;{'1': []}
AP22011;AP22011;AP22011;;;270;;;270;0;0;{'1': [2301, 1205]}
AP23859;AP23859;AP23859;;;;;;0;0;0;{'1': []}
AP20109;AP20109;AP20109;;;;;;0;0;0;{'1': []}
AP23064;AP23064;AP23064;;;;;;0;0;0;{'1': []}
AP22012;AP22012;AP22012;;;30;;;30;0;0;{'1': [3027]}
AP20730;AP20730;AP20730;;;;;;0;0;0;{'1': []}
N02AE0175C03;N02AE0175C03;N02AE0175C03;;;;;;0;0;0;{'1': []}
119711;119711;119711;;;;;;0;0;0;{'1': []}
AP20728;AP20728;AP20728;;;16;;;16;0;0;{'1': [2968, 2011, 2046, 1479]}
AP20729;AP20729;AP20729;;;;;;0;0;0;{'1': []}
AP23944;AP23944;AP23944;;;;;;0;0;0;{'1': []}
AP23134;AP23134;AP23134;;;;;;0;0;0;{'1': []}
AP23304;AP23304;AP23304;;;806;;;806;0;0;{'1': [480, 512, 2726, 845, 3054, 1270, 2072, 442, 2237, 831]}
AP23669;AP23669;AP23669;;;120;60;;120;60;0;{'1': [1265, 3685, 2361]}
AP23676;AP23676;AP23676;;;;;;0;0;0;{'1': []}
AP21127;AP21127;AP21127;;;600;;;600;0;0;{'1': [1637, 3014, 3639, 3814, 3018, 3820, 4124, 3705, 3156, 2199, 1305, 3996]}
AP23557;AP23557;AP23557;;;300;;;300;0;0;{'1': [2994, 1845, 1629, 4062]}
AP23558;AP23558;AP23558;;;;;;0;0;0;{'1': []}
AP23559;AP23559;AP23559;;;;;;0;0;0;{'1': []}
AP23269;AP23269;AP23269;;;8;;;8;0;0;{'1': [3147, 4111, 3631, 116, 1077]}
AP23561;AP23561;AP23561;;;;;;0;0;0;{'1': []}
AP23560;AP23560;AP23560;;;660;;;660;0;0;{'1': [2241, 2020, 2055, 590, 2256, 2003, 2004, 1880, 447]}
AP22961;AP22961;AP22961;;;;;;0;0;0;{'1': []}
AP22485;AP22485;AP22485;;;60;;;60;0;0;{'1': [1828]}
AP21059;AP21059;AP21059;;;420;;;420;0;0;{'1': [3809, 35, 2512, 3159, 4055]}
AP20267;AP20267;AP20267;;;;;;0;0;0;{'1': []}
531499;531499;531499;;;;;;0;0;0;{'1': []}
AP22532;AP22532;AP22532;;;;;;0;0;0;{'1': []}
AP20746;AP20746;AP20746;;;;;;0;0;0;{'1': [2471]}
AP20747;AP20747;AP20747;;;;;;0;0;0;{'1': []}
AP23368;AP23368;AP23368;;;330;;;330;0;0;{'1': [3905, 71, 1480, 3853, 878, 1690, 3100]}
AP22710;AP22710;AP22710;;;15;;;15;0;0;{'1': [2278]}
AP22604;AP22604;AP22604;;;60;;;60;0;0;{'1': [1446, 1887]}
AP20490;AP20490;AP20490;;;90;;;90;0;0;{'1': [2076]}
AP20072;AP20072;AP20072;;;;;;0;0;0;{'1': []}
AP21030;AP21030;AP21030;;;;;;0;0;0;{'1': []}
AP24121;AP24121;AP24121;;;60;;;60;0;0;{'1': [3339, 485, 2894]}
548991;548991;548991;;;;;;0;0;0;{'1': []}
AP21890;AP21890;AP21890;;;;;;0;0;0;{'1': []}
AP20052;AP20052;AP20052;;;60;;;60;0;0;{'1': [2930]}
AP21915;AP21915;AP21915;;;;;;0;0;0;{'1': []}
AP20085;AP20085;AP20085;;;764;30;;764;30;0;{'1': [1799, 1803, 3354, 2204, 1279, 2350, 3649, 1865, 3022, 1496, 1497, 1892, 3173, 3566, 1775, 1393, 3069, 3070, 3583]}
AP22576;AP22576;AP22576;;;90;;;90;0;0;{'1': [1352]}
AP20121;AP20121;AP20121;;;70;;;70;0;0;{'1': [2834, 3580, 877]}
AP24141;AP24141;AP24141;;;1214;;;1214;0;0;{'1': [708, 901, 1926, 3836, 4040, 905, 1258, 4043, 559, 560, 883, 1268, 2522, 1468]}
AP20123;AP20123;AP20123;;;;;;0;0;0;{'1': [2448, 2475]}
AP20062;AP20062;AP20062;;;;;;0;0;0;{'1': []}
AP20120;AP20120;AP20120;;;;;;0;0;0;{'1': []}
AP20049;AP20049;AP20049;;;;;;0;0;0;{'1': []}
AP20107;AP20107;AP20107;;;210;;;210;0;0;{'1': [1897, 1652, 2567]}
AP20125;AP20125;AP20125;;;;;;0;0;0;{'1': []}
AP20064;AP20064;AP20064;;;14;;;14;0;0;{'1': [3074, 2141]}
AP20449;AP20449;AP20449;;;;;;0;0;0;{'1': []}
AP20086;AP20086;AP20086;;;1140;;;1140;0;0;{'1': [3332, 1935, 3344, 3094, 33, 3499, 2613, 2614, 1335, 1336, 2363, 1986, 453, 1998, 235, 238, 2670, 3313, 3314, 2302]}
AP23305;AP23305;AP23305;;;720;;;720;0;0;{'1': [4026, 769, 3847, 3055, 2960, 2770, 2134, 1943, 2040, 2554]}
AP20088;AP20088;AP20088;;;250;;;250;0;0;{'1': [482, 3013, 2888, 3370, 331, 524, 622, 858, 2143]}
AP21507;AP21507;AP21507;;;;;;0;0;0;{'1': []}
AP23525;AP23525;AP23525;;;;;;0;0;0;{'1': []}
AP21126;AP21126;AP21126;;;2160;;;2160;0;0;{'1': [1664, 2564, 3721, 2954, 267, 2699, 2955, 2709, 1187, 1829, 1322, 692, 3896, 3009, 2245, 2254, 1617, 3452, 2009, 3804, 1630, 1632, 3427, 4067, 616, 3964, 618, 3437, 114, 3444, 3957, 3830, 3706, 892]}
AP24223;AP24223;AP24223;;;1;;;1;0;0;{'1': [1427]}
AP21731;AP21731;AP21731;;;3390;;;3390;0;0;{'1': [1409, 2949, 4102, 3983, 1810, 1811, 4116, 895, 2969, 1818, 159, 3877, 1326, 3630, 3890, 2483, 822, 441, 2491, 2556, 1470, 62, 191, 1857, 709, 1605, 711, 3786, 2251, 204, 1360, 2517, 3158, 2392, 2776, 3163, 2908, 733, 3423, 106, 366, 2929, 1140, 2550, 252, 255]}
AP21737;AP21737;AP21737;;;120;;;120;0;0;{'1': [1486, 1359]}
AP21735;AP21735;AP21735;;;25;;;25;0;0;{'1': [3162, 519, 3688, 4108, 4053, 1306, 509]}
N03AB0201C01;N03AB0201C01;N03AB0201C01;;;;;;0;0;0;{'1': []}
AP21727;AP21727;AP21727;;;;;;0;0;0;{'1': []}
0;0;0;;;;;;0;0;0;{'1': []}
AP23266;AP23266;AP23266;;;;;;0;0;0;{'1': []}
AP21729;AP21729;AP21729;;;;;;0;0;0;{'1': []}
AP21074;AP21074;AP21074;;;960;;;960;0;0;{'1': [2692, 581, 70, 2054, 2759, 4106, 587, 620, 4044, 913, 1844, 3160, 1626]}
AP21077;AP21077;AP21077;;;1380;;;1380;0;0;{'1': [3715, 3463, 2568, 269, 1192, 2219, 1838, 1601, 4034, 2500, 198, 1611, 850, 3155, 853, 3161, 1888, 3431, 2551]}
AP24092;AP24092;AP24092;;;2;;;2;0;0;{'1': [2713]}
AP21076;AP21076;AP21076;;;33;;;33;0;0;{'1': [3712, 3855, 3997, 1855, 3904, 1475, 1604, 1351, 712, 74, 76, 2381, 1615, 1362, 1363, 3666, 2773, 342, 1882, 3164, 3165, 2914, 1636, 1256, 1260, 1645, 3702, 1018, 891, 2559]}
AP21076;AP21076;AP21076;;;33;;;33;0;0;{'1': [3712, 3855, 3997, 1855, 3904, 1475, 1604, 1351, 712, 74, 76, 2381, 1615, 1362, 1363, 3666, 2773, 342, 1882, 3164, 3165, 2914, 1636, 1256, 1260, 1645, 3702, 1018, 891, 2559]}
AP22960;AP22960;AP22960;;;;;;0;0;0;{'1': []}
AP20844;AP20844;AP20844;;;1170;;;1170;0;0;{'1': [1504, 1835, 3179, 112, 2224, 471]}
AP22963;AP22963;AP22963;;;;;;0;0;0;{'1': []}
AP20846;AP20846;AP20846;;;570;;;570;0;0;{'1': [292, 2598, 1708, 271, 2642]}
AP22962;AP22962;AP22962;;;;;;0;0;0;{'1': []}
AP20849;AP20849;AP20849;;;90;;;90;0;0;{'1': [3136, 3851]}
AP22486;AP22486;AP22486;;;210;;;210;0;0;{'1': [1152, 2274, 3494, 839, 2124]}
AP20843;AP20843;AP20843;;;;;;0;0;0;{'1': []}
AP20686;AP20686;AP20686;;;;;;0;0;0;{'1': []}
AP22935;AP22935;AP22935;;;90;;;90;0;0;{'1': [876]}
AP21060;AP21060;AP21060;;;1080;;;1080;0;0;{'1': [1474, 1634, 3834, 136, 617, 3817, 1355, 908, 3565, 3447, 472, 2042, 1883, 1821, 3166]}
AP22937;AP22937;AP22937;;;360;;;360;0;0;{'1': [882, 3803]}
AP20265;AP20265;AP20265;;;150;;;150;0;0;{'1': [537, 595, 3157, 3019]}
AP22936;AP22936;AP22936;;;52;;;52;0;0;{'1': [736, 1113, 4086]}
AP22680;AP22680;AP22680;;;;;;0;0;0;{'1': []}
AP21590;AP21590;AP21590;;;15;;;15;0;0;{'1': [3171, 1980]}
AP23802;AP23802;AP23802;;;480;;;480;0;0;{'1': [320, 2849, 2444, 2431]}
AP23899;AP23899;AP23899;;;;;;0;0;0;{'1': [3343]}
AP23806;AP23806;AP23806;;;330;;;330;0;0;{'1': [176, 1126]}
AP21591;AP21591;AP21591;;;120;;;120;0;0;{'1': [3053]}
AP23803;AP23803;AP23803;;;90;;;90;0;0;{'1': [3117]}
AP23807;AP23807;AP23807;;;360;;;360;0;0;{'1': [869]}
AP23792;AP23792;AP23792;;;70;;;70;0;0;{'1': [737, 3783, 2570, 1163, 1616, 1461]}
AP20208;AP20208;AP20208;;;;;;0;0;0;{'1': []}
AP21431;AP21431;AP21431;;;;;;0;0;0;{'1': []}
AP22337;AP22337;AP22337;;;;;;0;0;0;{'1': []}
AP22999;AP22999;AP22999;;;;;;0;0;0;{'1': []}
AP22711;AP22711;AP22711;;;;;;0;0;0;{'1': []}
AP21453;AP21453;AP21453;;;;;;0;0;0;{'1': []}
AP21880;AP21880;AP21880;;;180;;;180;0;0;{'1': [3299]}
AP23981;AP23981;AP23981;;;;;;0;0;0;{'1': []}
AP21882;AP21882;AP21882;;;;;;0;0;0;{'1': []}
AP22605;AP22605;AP22605;;;;;;0;0;0;{'1': []}
